駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
8357,藍本,424,105,48,45.71,10,55,40,52,35,6,17,0,0,2,0,0,4.72,7.55,9.43,11.32,11.32,10.38,18.87,12.26,14.15,0,0,5
8358,草野,468,157,79,50.32,20,87,50,126,42,4,10,1,0,6,2,0,7.05,13.46,7.69,10.26,8.33,13.46,17.31,12.82,9.62,0,0,59
8359,古市,424,267,116,43.45,28,137,102,336,102,26,25,9,"12,055",24,1,143,6.39,7.89,8.27,9.02,9.02,10.9,19.17,15.79,13.53,66.67,22.22,126
8360,南矢代,332,224,111,49.55,22,133,71,111,77,12,16,0,0,9,0,0,5.38,10.76,7.62,7.62,8.97,16.14,21.97,13.9,7.62,0,0,25
8361,篠山口,"7,266","1,007",492,48.86,149,677,179,"1,072",447,175,39,25,"457,255",79,7,63,11.43,7.65,15.9,18.59,10.74,11.83,11.23,8.55,4.08,40,24,666
8362,丹波大山,228,909,431,47.41,95,598,216,476,303,38,13,3,"13,064",15,1,0,6.17,9.69,9.47,9.58,11.56,19.71,18.06,8.92,6.83,33.33,66.67,139
8363,下滝,132,259,128,49.42,51,152,56,248,89,17,19,1,0,11,1,64,12.06,14.01,5.06,15.18,13.62,10.51,12.45,10.12,7,0,100,79
8364,谷川,988,515,233,45.24,56,284,181,369,175,37,21,4,"8,196",35,0,0,5.36,10.15,8.43,7.85,11.3,15.33,13.6,16.48,11.49,50,50,118
8365,柏原,"1,680","1,383",645,46.64,181,749,451,"1,673",550,161,29,59,"167,395",159,16,94,8.76,7.82,7.75,12.31,10.93,10.93,16.29,13.32,11.88,54.24,38.98,999
8366,石生,710,950,444,46.74,153,555,239,929,346,94,27,19,"38,637",64,3,174,10.97,9.7,8.02,15.82,10.44,11.29,14.98,10.23,8.54,47.37,36.84,399
8367,黒井,"1,016",809,388,47.96,128,460,222,"1,705",293,71,24,25,"247,305",90,5,12,10.15,10.4,7.18,13.12,12.75,12.13,13.37,12.75,8.17,48,36,"1,423"
8368,市島,494,662,315,47.58,86,364,211,750,238,53,22,14,"85,609",51,2,76,7.27,10,8.94,8.94,11.97,13.79,15.3,13.64,10.15,50,35.71,359
8369,丹波竹田,310,430,207,48.14,70,221,139,388,151,31,21,3,"4,580",20,1,96,7.71,13.79,5.14,12.15,11.68,8.18,18.93,14.02,8.41,33.33,33.33,110
8370,神戸,"135,124","9,371","4,694",50.09,642,"6,160","2,144","24,662","5,944","3,902",66,392,"3,484,597","2,178",226,"2,055",4.76,5.52,15.91,16.55,13.31,12.05,14.77,11.41,5.72,67.09,30.61,"19,655"
8371,兵庫,"42,840","15,299","7,402",48.38,"1,561","9,736","3,409","15,653","8,449","4,648",55,161,"1,841,305","1,059",110,"1,053",7.22,6.98,14.04,15.88,13.23,11.63,14.72,10.68,5.62,40.99,47.2,"8,905"
8372,新長田,"42,802","12,457","5,671",45.52,"1,414","7,530","3,424","12,370","6,209","2,868",46,236,"2,000,148","1,175",149,426,8.06,6.59,10.99,15.17,12.32,11.25,15.27,12.6,7.76,57.2,39.41,"7,157"
8373,鷹取,"16,214","9,991","4,718",47.22,"1,444","6,145","2,317","10,443","4,637","1,829",39,89,"966,744",606,68,"1,473",10.74,7.63,10.44,17.79,12.49,10.52,14.02,10.83,5.52,47.19,42.7,"5,188"
8374,須磨,"24,698","5,447","2,408",44.21,676,"3,502","1,236","3,033","2,614","1,095",42,54,"268,377",208,26,23,8.72,7.87,12.32,15.03,14.28,11.39,14.22,9.75,6.43,48.15,48.15,901
8375,塩屋,"13,706","2,641","1,211",45.85,294,"1,603",742,"1,730","1,220",493,40,39,"135,157",125,10,68,7.24,7.32,10.54,13.53,12.93,11.52,16.64,11.33,8.95,30.77,69.23,540
8376,垂水,"66,274","6,179","2,778",44.96,685,"3,990","1,481","8,347","3,044","1,338",44,279,"2,409,787",848,110,415,7.8,6.45,12.12,16.5,14.15,12.23,12.98,10.36,7.42,59.5,39.07,"5,694"
8377,舞子,"39,306","4,175","1,942",46.51,536,"2,588","1,045","3,131","1,813",544,30,37,"424,339",124,12,270,8.83,7.77,8.16,13.5,13.86,13.34,16.6,11.59,6.36,35.14,59.46,966
8378,朝霧,"33,642","5,062","2,390",47.21,640,"3,192","1,190","3,322","2,130",533,25,27,"360,970",124,13,0,8.62,8.84,9.16,13.74,14.02,13.26,15.91,10.79,5.66,33.33,62.96,"1,208"
8379,明石,"102,528","6,012","2,800",46.57,772,"3,898","1,282","13,420","2,901","1,217",42,357,"2,794,631","1,237",177,775,8.82,7.36,10.4,17.2,15.45,12.08,13.12,9.51,6.06,59.1,39.78,"10,576"
8380,西明石,"61,444","10,250","5,048",49.25,"1,374","7,011","1,589","8,891","4,685","1,779",38,142,"1,118,401",670,90,170,10.16,7.53,13.42,18.57,14.11,13.29,12.4,7.46,3.06,40.85,54.93,"5,400"
8381,大久保,"37,478","8,481","4,028",47.49,"1,652","5,569","1,087","6,532","3,271",825,25,85,"953,121",416,49,404,11.74,14.25,7.95,15.5,21.25,9.97,10.73,5.98,2.64,49.41,41.18,"3,262"
8382,魚住,"22,172","6,701","3,408",50.86,850,"4,513","1,286","5,405","2,841",964,34,54,"462,939",239,25,871,8.17,11.18,12.32,15.16,13.64,12.06,15.24,8.38,3.85,42.59,51.85,"2,027"
8383,土山,"28,166","7,132","3,388",47.5,"1,025","4,680","1,421","5,735","2,742",653,24,73,"683,237",284,24,696,8.66,11.66,9.59,14.5,15.1,12.25,14.65,8.44,5.14,47.95,42.47,"2,454"
8384,東加古川,"27,574","5,524","2,678",48.48,757,"3,521","1,212","7,191","2,576","1,070",42,108,"848,672",640,56,453,9.84,7.5,11.09,17.5,12.95,10.6,15.61,9.53,5.37,50.93,38.89,"4,784"
8385,加古川,"45,046","4,431","2,102",47.44,595,"2,785","1,035","6,892","1,964",690,35,198,"2,361,154",669,72,167,9.45,7.68,10.15,17.54,14.05,10.74,13.23,10.87,6.3,66.16,30.3,"5,137"
8386,宝殿,"20,212","5,330","2,523",47.34,841,"3,398","1,076","4,770","2,209",657,30,82,"922,414",318,38,0,10.54,9.9,10.72,16.46,13.72,10.63,14.34,8.97,4.72,48.78,46.34,"2,784"
8387,曽根,"8,184","3,323","1,562",47.01,509,"2,159",652,"2,791","1,293",293,23,26,"205,967",101,14,724,9.85,10.81,11.23,14.42,13.07,12.65,15.33,8.34,4.31,46.15,38.46,784
8388,御着,"5,432","2,451","1,158",47.25,376,"1,579",491,"2,164",955,247,26,29,"284,077",140,9,1,10.34,10.18,9.93,15.41,12.71,13.04,14.71,9.03,4.66,55.17,37.93,"1,205"
8389,姫路,"98,152","2,503","1,180",47.14,241,"1,591",650,"20,790","1,268",642,51,386,"6,077,656","1,682",186,902,6.57,7.18,10.36,14.52,13.91,13.47,14.64,11.29,8.06,73.06,25.65,"19,043"
8390,英賀保,"8,572","4,712","2,280",48.39,759,"3,094",807,"2,372","1,931",624,32,29,"238,029",106,7,0,11.14,9.85,10.67,17.49,15.99,11.48,11.01,7.92,4.44,48.28,41.38,764
8391,網干,"14,864","3,615","1,763",48.77,580,"2,337",691,"2,378","1,390",349,25,30,"125,021",143,5,241,9.95,11.14,10.59,14.83,14.8,12.59,12.39,8.98,4.71,43.33,43.33,718
8392,竜野,"4,182","2,992","1,445",48.3,538,"1,979",475,"1,755","1,136",273,24,33,"208,513",140,8,80,12.27,10.93,11.07,18.05,12.94,11.5,13.21,6.35,3.68,45.45,39.39,648
8393,相生,"8,952","2,087","1,019",48.83,256,"1,248",574,"2,241",926,316,34,24,"168,279",144,13,241,7.65,8.56,9.43,12.65,12.65,12.6,16.02,13.08,7.36,33.33,50,"1,136"
8394,有年,590,413,191,46.25,31,233,156,348,153,35,23,6,"17,500",24,1,0,4.05,8.57,7.14,8.57,11.43,13.57,19.05,20.24,7.38,66.67,33.33,131
8395,上郡,"5,898","1,336",640,47.9,188,780,369,"1,682",507,121,24,54,"293,334",177,16,40,8.54,9.74,8.24,12.06,12.36,13.78,15.13,11.84,8.31,48.15,44.44,"1,044"
8396,和田岬,"9,728","5,204","2,538",48.77,497,"3,094","1,557","10,393","2,596","1,187",46,78,"728,409",368,55,895,6.14,6.82,10.57,12.57,12.08,12.76,16.92,14.12,8,53.85,46.15,"7,256"
8397,加古川,"43,898","4,431","2,102",47.44,595,"2,785","1,035","6,892","1,964",690,35,198,"2,361,154",669,72,167,9.45,7.68,10.15,17.54,14.05,10.74,13.23,10.87,6.3,66.16,30.3,"5,137"
8398,日岡,"1,150","2,568","1,259",49.03,452,"1,653",462,"1,102",892,146,16,3,"1,306",43,4,0,10.16,12.62,10.01,15.42,13.98,12.07,13.75,7.94,4.05,66.67,33.33,178
8399,神野,"2,200","2,912","1,315",45.16,354,"1,599",956,"2,220","1,187",306,26,37,"252,102",118,12,64,7.15,10.21,8.32,10.42,12.83,9.73,18.84,16.13,6.36,32.43,62.16,651
8400,厄神,"1,828",619,293,47.33,90,362,165,679,208,26,13,3,0,35,1,0,8.31,11.24,6.84,11.4,13.03,13.68,17.59,12.21,5.7,0,66.67,434
8401,市場,382,398,186,46.73,56,226,117,228,129,20,16,4,"12,646",11,1,0,7.85,11.14,6.58,12.41,11.14,11.9,17.97,12.41,8.61,75,50,69
8402,小野町,790,813,377,46.37,105,480,229,794,273,42,15,4,"17,693",41,2,195,7.74,8.6,9.09,13.14,10.69,14.13,16.58,11.67,8.35,50,25,268
8403,粟生,"2,598",792,372,46.97,86,453,257,584,282,87,31,3,"6,962",31,0,0,6.9,9.16,9.41,11.04,11.54,11.92,14.05,11.29,14.68,33.33,66.67,211
8404,河合西,350,481,233,48.44,66,284,131,589,147,18,12,3,178,20,1,270,8.52,9.98,8.32,11.85,10.81,14.35,15.38,13.51,7.28,33.33,33.33,105
8405,青野ケ原,322,515,242,46.99,57,314,146,367,157,23,15,6,"9,860",17,0,0,6.2,10.27,9.5,10.08,11.63,15.12,14.73,13.18,9.3,16.67,66.67,137
8406,社町,818,603,285,47.26,127,370,107,390,177,22,12,8,"57,911",29,2,36,14.95,10.8,6.98,19.27,13.12,10.63,11.79,7.14,5.32,50,12.5,172
8407,滝野,522,"2,232","1,122",50.27,385,"1,483",364,"1,298",891,294,33,18,"154,430",111,8,0,11.6,10.75,12,19.17,13.48,11.06,9.99,7.66,4.3,44.44,38.89,598
8408,滝,112,"1,080",537,49.72,187,721,175,744,410,117,29,8,"58,492",55,9,79,11.36,11.36,12.19,15.42,15.51,12.47,10.06,7.02,4.62,25,62.5,299
8409,西脇市,"1,470","1,912",960,50.21,280,"1,208",430,"1,679",760,259,34,34,"390,938",147,11,0,9.65,8.92,11.73,15.48,12.1,13.03,13.03,10.79,5.27,29.41,44.12,"1,015"
8410,新西脇,22,"1,010",497,49.21,118,603,284,"1,338",409,132,32,27,"421,355",122,12,0,7.85,6.76,10.83,12.62,11.63,14.12,15.61,11.73,8.85,59.26,22.22,928
8411,比延,26,"1,022",477,46.67,129,604,290,766,341,49,14,12,"29,645",45,2,70,6.85,11.25,7.34,10.76,11.45,15.26,15.85,12.33,8.9,50,25,282
8412,日本へそ公園,24,367,169,46.05,46,212,109,261,112,13,12,2,"7,099",22,1,0,7.63,7.9,7.36,11.72,9.26,14.99,20.16,10.9,10.08,50,50,113
8413,黒田庄,56,"1,034",500,48.36,139,625,270,890,315,36,11,13,"48,803",76,2,261,8.99,9.18,8.41,12.85,11.11,13.91,16.81,10.63,8.12,53.85,38.46,257
8414,本黒田,60,604,268,44.37,92,328,184,837,188,33,18,5,"31,284",39,3,335,8.94,10.93,8.28,13.25,11.59,9.27,12.91,11.75,13.08,60,20,280
8415,船町口,26,210,105,50,28,126,59,153,63,12,19,3,"8,145",15,2,0,7.58,9.95,8.53,10.9,10.9,15.17,14.22,17.06,5.69,0,66.67,76
8416,久下村,8,515,255,49.51,73,267,174,672,159,17,11,9,"54,651",47,2,111,8.35,9.9,5.83,11.07,11.26,13.4,13.4,16.31,10.49,44.44,33.33,355
8417,谷川,"1,364",515,233,45.24,56,284,181,369,175,37,21,4,"8,196",35,0,0,5.36,10.15,8.43,7.85,11.3,15.33,13.6,16.48,11.49,50,50,118
8418,姫路,"92,844","2,503","1,180",47.14,241,"1,591",650,"20,790","1,268",642,51,386,"6,077,656","1,682",186,902,6.57,7.18,10.36,14.52,13.91,13.47,14.64,11.29,8.06,73.06,25.65,"19,043"
8419,京口,"1,974","5,795","2,692",46.45,693,"3,532","1,560","6,481","2,501",877,35,87,"578,762",423,39,904,7.5,8.78,9.77,12.66,13.43,12.74,15.51,12.02,7.59,41.38,47.13,"3,160"
8420,野里,"3,646","5,286","2,489",47.09,666,"3,489","1,126","4,795","2,291",760,33,90,"1,125,063",300,22,708,7.91,9.83,11.11,13.56,13.73,13.76,16.05,9.73,4.32,54.44,37.78,"2,037"
8421,砥堀,"1,312","1,715",828,48.28,293,"1,127",296,"1,578",688,215,31,27,"499,816",98,23,0,11.84,9.86,12.43,17.56,11.73,11.61,12.78,8.05,4.14,59.26,25.93,"1,038"
8422,仁豊野,"2,040","1,983",924,46.6,261,"1,235",479,"1,059",731,137,19,9,"48,474",57,2,0,8.7,8.65,11.13,13.87,10.48,13.36,16.45,11.34,6.02,22.22,44.44,282
8423,香呂,"3,212","2,306","1,072",46.49,371,"1,460",472,"1,466",861,215,25,32,"164,980",115,4,40,10.99,10.38,11.98,14.42,12.72,11.16,14.98,8.81,4.56,50,37.5,546
8424,溝口,"3,282","1,893",914,48.28,268,"1,173",449,"1,237",670,101,15,23,"244,804",98,8,15,9.69,8.68,10.43,13.98,10.75,12.71,18.32,9.42,6.03,39.13,47.83,460
8425,福崎,"3,382","2,442","1,148",47.01,311,"1,576",528,"2,340","1,097",479,44,36,"113,967",150,7,715,8.2,11.1,14.79,13.67,10.73,11.81,14.29,9.32,6.09,58.33,36.11,752
8426,甘地,"1,766","1,002",473,47.21,169,606,228,"1,115",334,53,16,18,"95,979",69,5,303,9.98,13.47,9.78,11.58,11.78,13.27,11.98,10.98,7.19,50,44.44,415
8427,鶴居,450,741,379,51.15,87,436,218,669,250,53,21,10,"34,238",34,1,228,6.76,9.86,8.92,12.3,11.49,14.05,15.14,12.43,9.05,40,40,132
8428,新野,"1,148",585,264,45.13,65,338,182,300,199,37,19,2,0,23,0,0,6.31,10.41,8.36,8.7,11.26,13.99,18.43,12.12,10.41,50,50,57
8429,寺前,864,778,347,44.6,131,441,206,"1,213",264,60,23,21,"34,903",85,5,310,10.3,12.87,8.37,12.23,13.38,10.55,11.84,10.81,9.65,52.38,38.1,620
8430,長谷,32,184,91,49.46,19,109,60,147,65,12,18,4,"2,129",22,2,3,5.82,7.41,8.99,8.47,9.52,14.29,21.16,12.7,11.64,25,25,74
8431,生野,498,912,445,48.79,114,532,267,960,359,111,31,30,"82,515",105,5,142,7.46,10.32,8.01,10.1,11.86,14.16,15.7,11.31,11.09,36.67,53.33,451
8432,新井,262,725,333,45.93,95,389,242,572,282,56,20,18,"42,072",77,0,0,7.58,9.64,7.16,9.37,9.78,14.88,16.53,12.53,12.53,61.11,27.78,225
8433,青倉,90,254,120,47.24,27,143,84,423,90,16,18,3,0,24,0,130,4.74,9.88,7.11,7.11,13.83,14.23,16.21,15.42,11.46,33.33,33.33,184
8434,竹田,358,593,283,47.72,71,298,224,471,216,46,21,11,"8,091",62,1,1,5.57,8.28,5.41,10.47,9.29,13.51,19.43,14.02,14.02,54.55,45.45,186
8435,和田山,"1,824","1,166",556,47.68,163,719,284,"1,485",459,138,30,41,"113,121",168,9,28,8.76,9.27,8.84,15.19,12.88,12.45,13.65,10.82,8.15,56.1,36.59,"1,033"
8436,姫路,"92,844","2,503","1,180",47.14,241,"1,591",650,"20,790","1,268",642,51,386,"6,077,656","1,682",186,902,6.57,7.18,10.36,14.52,13.91,13.47,14.64,11.29,8.06,73.06,25.65,"19,043"
8437,播磨高岡,"2,468","3,619","1,794",49.57,495,"2,384",722,"3,932","1,294",384,30,23,"321,083",138,15,5,9.22,9.66,10.58,15.83,13.89,12.69,14.77,8.64,4.72,30.43,43.48,"2,167"
8438,余部,"4,082","2,898","1,382",47.69,421,"1,909",556,"2,298","1,006",144,14,18,"104,116",101,8,312,8.56,12.06,9.88,12.27,14.76,14.17,16.18,8.94,3.19,44.44,50,"1,001"
8439,太市,780,550,263,47.82,72,317,162,449,190,29,15,2,0,25,1,79,7.25,10.87,7.25,9.6,13.41,12.5,19.38,11.96,7.79,50,0,111
8440,本竜野,"3,524","2,632","1,285",48.82,456,"1,669",500,"3,738","1,010",264,26,65,"494,339",228,20,852,11.81,10.17,11.08,15.58,13.71,11.23,12.83,9.48,4.11,52.31,35.38,"1,981"
8441,東觜崎,910,"1,258",610,48.49,197,807,254,"1,052",403,58,14,9,"31,061",53,5,0,9.23,11.93,11.61,14.8,12.41,12.97,12.49,8.11,6.44,66.67,33.33,586
8442,播磨新宮,"2,304","1,189",544,45.75,150,709,322,"2,616",419,93,22,46,"250,693",122,4,669,7.63,9.25,10.6,11.87,10.6,13.4,16.71,11.87,8.06,54.35,34.78,"1,537"
8443,千本,62,218,115,52.75,16,138,66,239,71,16,23,2,0,12,0,0,4.57,5.02,9.59,10.05,12.33,16.44,21.46,11.87,8.68,0,50,109
8444,西栗栖,192,170,84,49.41,25,108,44,154,54,7,13,3,0,18,0,13,8.47,11.3,5.65,16.38,11.86,11.86,16.95,7.91,9.6,33.33,66.67,81
8445,三日月,214,473,226,47.78,55,258,160,533,169,37,22,18,"50,740",58,0,55,5.93,12.71,5.3,9.53,14.62,10.38,16.31,14.41,10.81,55.56,33.33,273
8446,播磨徳久,208,353,166,47.03,35,215,103,355,119,27,23,6,"10,024",44,1,55,4.82,10.2,9.63,10.76,8.22,17.28,17.56,11.33,10.2,50,50,154
8447,佐用,"1,223",706,307,43.48,71,394,238,"1,142",271,77,28,35,"320,989",129,12,0,5.4,8.66,8.81,8.1,12.5,15.2,14.63,14.49,12.22,60,31.43,831
8448,上月,82,525,250,47.62,84,307,141,776,172,31,18,12,"36,393",60,3,313,9.77,10.71,8.27,11.47,9.21,15.41,14.47,9.4,11.28,41.67,50,248
8449,相生,"9,262","2,087","1,019",48.83,256,"1,248",574,"2,241",926,316,34,24,"168,279",144,13,241,7.65,8.56,9.43,12.65,12.65,12.6,16.02,13.08,7.36,33.33,50,"1,136"
8450,西相生,"1,706","1,332",641,48.12,178,799,356,"1,506",521,127,24,6,"5,656",48,5,565,7.66,10.81,7.66,13.51,11.79,12.91,17.94,10.89,6.83,16.67,83.33,298
8451,坂越,"1,314","1,057",518,49.01,124,644,285,838,297,52,18,4,0,23,1,34,7.41,8.27,9.03,11.69,11.12,16.35,17.11,12.17,6.84,50,50,272
8452,播州赤穂,"7,780","2,953","1,384",46.87,391,"1,797",756,"3,902","1,238",416,34,82,"555,261",322,44,634,7.99,10.06,10.5,12.61,12.88,12.67,14.64,11.28,7.37,52.44,34.15,"2,180"
8453,天和,452,479,228,47.6,70,296,115,"1,096",162,32,20,2,0,26,2,48,8.09,10.79,8.51,11.41,12.86,13.9,16.39,11.41,6.64,50,50,848
8454,備前福河,88,193,91,47.15,15,99,78,126,70,13,19,1,0,5,0,0,4.64,8.76,7.22,6.7,9.79,13.4,17.53,19.59,12.37,0,100,12
8455,梁瀬,286,373,181,48.53,50,202,122,426,140,36,26,9,"44,631",39,3,0,8.58,8.31,9.12,8.31,12.6,12.6,14.48,13.4,12.6,66.67,22.22,271
8456,和田山,"1,418","1,166",556,47.68,163,719,284,"1,485",459,138,30,41,"113,121",168,9,28,8.76,9.27,8.84,15.19,12.88,12.45,13.65,10.82,8.15,56.1,36.59,"1,033"
8457,養父,160,334,160,47.9,32,172,130,240,120,23,19,4,"2,186",11,1,0,5.37,7.16,5.37,8.96,9.55,11.64,22.39,14.33,15.22,0,75,73
8458,八鹿,"1,128",234,111,47.44,25,137,70,382,90,25,28,8,"59,141",36,2,0,6.84,8.97,8.97,11.11,7.26,15.38,18.8,12.39,10.26,37.5,50,292
8459,江原,"1,234","1,575",709,45.02,207,953,412,"2,394",576,171,30,70,"402,304",223,18,499,8.79,13.63,8.47,12.1,11.15,11.91,13.31,11.27,9.36,64.29,32.86,"1,366"
8460,国府,164,724,348,48.07,136,427,161,454,243,32,13,12,"90,621",33,1,0,12.15,10.77,7.04,15.47,10.77,12.15,16.44,9.67,5.52,25,33.33,161
8461,豊岡,"3,790","2,765","1,315",47.56,367,"1,639",758,"3,978","1,153",397,34,136,"1,044,202",468,34,3,8.39,9.04,9.19,12.66,13.06,12.98,14.07,12.3,8.32,64.71,30.15,"2,962"
8462,玄武洞,98,80,41,51.25,13,43,23,48,20,3,15,0,0,2,0,0,13.92,7.59,5.06,12.66,10.13,13.92,13.92,13.92,8.86,0,0,10
8463,城崎温泉,"2,140",883,404,45.75,83,473,327,"1,490",358,113,32,52,"181,343",201,25,147,5.09,7.47,6.56,8.6,9.73,14.59,19.68,16.52,11.76,57.69,36.54,"1,048"
8464,竹野,536,449,211,46.99,63,267,119,334,158,35,22,5,"25,443",39,4,0,6.67,12.67,6.89,11.11,12.22,15.11,16.22,11.33,7.78,40,40,163
8465,佐津,286,386,182,47.15,54,198,135,440,123,20,16,9,"26,893",32,2,105,8.57,10.39,4.16,10.13,12.73,11.69,16.62,13.77,11.95,55.56,33.33,165
8466,柴山,252,370,173,46.76,51,212,106,297,111,18,16,2,"3,673",22,2,57,7.8,11.02,6.72,11.29,11.02,13.98,16.13,13.71,8.33,50,50,110
8467,香住,820,"1,247",597,47.87,169,744,334,"1,457",419,85,20,44,"228,829",170,11,137,8.91,9.47,7.87,12.04,11.24,15.57,15.57,12.04,7.3,54.55,38.64,849
8468,鎧,24,136,64,47.06,8,83,45,70,45,7,16,0,0,2,0,0,2.92,9.49,6.57,6.57,11.68,20.44,16.79,12.41,13.14,0,0,10
8469,餘部,118,283,131,46.29,36,160,87,234,85,12,14,1,0,17,2,35,8.13,8.83,6.71,10.95,13.78,13.43,13.07,13.78,11.31,0,100,62
8470,久谷,20,115,52,45.22,19,64,32,58,32,3,9,0,0,1,0,0,8.77,12.28,3.51,12.28,10.53,11.4,20.18,10.53,10.53,0,0,4
8471,浜坂,580,"1,759",845,48.04,231,994,533,"1,848",650,156,24,55,"182,582",191,17,159,8.82,8.59,5.75,11.6,10.07,15.3,16.67,12.68,10.52,56.36,34.55,923
8472,諸寄,140,640,305,47.66,93,320,228,461,219,45,21,11,"15,229",38,1,0,8.1,10.9,5.45,7.32,10.75,15.26,15.11,15.73,11.37,18.18,81.82,148
8473,居組,18,22,11,50,1,9,12,13,9,2,22,0,0,0,0,0,4.55,4.55,0,9.09,4.55,9.09,27.27,27.27,13.64,0,0,0
8474,尼崎,"86,142","8,387","4,007",47.78,942,"5,623","1,740","11,862","4,098","1,813",44,95,"1,263,614",480,50,828,8.16,7.09,10.45,17.58,16.12,12.16,13.49,9.83,5.12,47.37,50.53,"8,201"
8475,川西能勢口,"63,065","7,924","3,623",45.72,851,"4,869","2,203","11,391","3,630","1,394",38,261,"4,364,263",827,94,320,7.04,7.15,11.03,14.23,14.02,11.15,15.08,12.81,7.48,68.97,27.97,"7,672"
8476,雲雀丘花屋敷,"12,232","6,575","3,068",46.66,899,"4,187","1,472","5,826","2,788",767,28,45,"228,314",125,7,"2,131",9.51,8.68,8.84,15.17,16.16,11.48,14.5,10.03,5.63,66.67,31.11,"1,180"
8477,山本,"18,581","5,840","2,730",46.75,"1,036","3,834",967,"4,330","2,296",574,25,26,"201,174",153,13,"1,306",12.04,10.5,9.32,18.79,15.98,9.97,12.03,7.57,3.79,50,46.15,"1,166"
8478,中山観音,"12,942","5,381","2,507",46.59,783,"3,422","1,168","3,447","2,306",702,30,39,"528,667",168,14,0,9.92,8.77,9.42,17.1,15.06,10.52,14.05,9.94,5.23,48.72,48.72,"1,505"
8479,売布神社,"9,234","6,734","3,094",45.95,935,"4,160","1,629","4,802","2,785",789,28,57,"854,925",209,14,653,8.59,9.78,8.39,12.58,16.32,11.83,15.19,10.67,6.63,49.12,45.61,"1,455"
8480,清荒神,"8,035","7,243","3,284",45.34,949,"4,579","1,680","4,921","3,109","1,012",33,90,"528,681",248,32,380,8.28,9.71,9.74,13.77,15.06,12.47,14.38,10.46,6.12,48.89,45.56,"1,899"
8481,宝塚,"50,301","7,918","3,552",44.86,"1,121","5,016","1,746","7,574","3,485","1,149",33,135,"1,898,090",500,55,378,9.83,8.69,8.7,15.16,16.06,11.73,14.03,10.2,5.62,66.67,31.11,"4,306"
8482,園田,"34,077","9,548","4,704",49.27,"1,033","6,385","1,996","7,223","4,910","2,474",50,121,"1,095,121",510,69,489,7.29,7.57,11.6,17.14,14.84,11.91,15.07,9.48,5.1,49.59,48.76,"3,447"
8483,塚口,"52,750","12,785","6,033",47.19,"1,301","8,843","2,436","11,351","7,049","3,938",56,206,"2,199,372",809,97,620,7.15,6.83,13.58,18.68,14.75,11.66,13.93,8.78,4.63,63.59,34.47,"7,013"
8484,武庫之荘,"53,797","11,982","5,652",47.17,"1,346","8,247","2,205","8,655","6,132","2,928",48,142,"1,426,315",630,79,546,7.89,7.38,11.31,18.2,16.76,12.41,13.75,8.08,4.21,51.41,46.48,"4,165"
8485,西宮北口,"99,642","10,152","4,526",44.58,"1,091","6,891","1,920","10,262","5,408","2,776",51,132,"2,161,522",631,69,549,7.68,7.34,15.13,18.59,14.27,10.84,12.21,8.94,5.01,57.58,38.64,"6,527"
8486,夙川,"29,891","8,225","3,625",44.07,"1,133","5,417","1,549","7,870","3,752","1,386",37,125,"1,043,942",488,54,"1,708",9.4,8.78,10.98,16.77,16.29,11.95,11.94,8.58,5.32,65.6,30.4,"3,301"
8487,芦屋川,"17,734","7,088","3,105",43.81,797,"4,559","1,705","5,676","3,291","1,182",36,100,"553,949",404,48,475,7.68,7.41,9.11,14.12,15.95,13.22,14.72,10.89,6.91,66,33,"2,493"
8488,岡本,"32,098","9,870","4,346",44.03,"1,258","6,596","1,937","9,133","4,753","2,122",45,175,"978,327",645,76,"1,963",7.96,10.18,12.07,14.94,15.86,12.58,11.92,8.32,6.17,62.29,37.71,"3,862"
8489,御影,"18,253","7,759","3,459",44.58,"1,082","4,900","1,725","5,101","3,419","1,181",35,54,"434,650",232,19,653,8.75,10.12,9.32,13.87,16.2,12.5,12.38,9.54,7.32,50,44.44,"1,680"
8490,六甲,"34,206","11,557","5,309",45.94,"1,127","7,667","2,562","8,649","6,348","3,519",55,122,"801,318",611,69,"1,655",6.8,8.61,16.27,14.39,13.17,11.09,13.25,9.97,6.46,54.1,40.98,"3,391"
8491,王子公園,"20,827","12,379","5,911",47.75,"1,304","8,147","2,749","9,728","6,488","3,317",51,199,"1,012,137",740,97,"1,112",7.39,7.78,14.07,16.77,12.76,11.26,13.76,10.21,6,51.26,46.23,"4,689"
8492,春日野道,"11,050","15,076","7,082",46.98,"1,295","9,440","3,818","13,398","8,802","5,285",60,234,"1,399,811","1,134",142,"1,025",5.96,6.62,14.28,15.93,11.93,11.09,15.31,12.41,6.48,43.16,51.28,"6,943"
8493,三宮,"119,972","6,095","2,842",46.63,372,"4,214","1,186","64,025","4,066","2,809",69,"1,209","23,260,102","6,660",965,904,4.8,4.56,16.43,18.64,14.14,12.44,15.06,9.17,4.77,81.14,17.87,"61,705"
