駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
2637,土呂,"28,026","8,722","4,236",48.57,"1,232","5,817","1,535","6,618","3,993","1,564",39,54,"614,496",307,13,"1,088",9.52,9.25,11.36,17.2,16.9,11.5,12.45,8.37,3.46,37.04,51.85,"2,465"
2638,東大宮,"64,890","8,093","4,131",51.04,"1,029","5,770","1,234","8,481","3,888","1,734",45,132,"1,633,164",628,54,473,8.32,9.66,13.56,17.71,16.81,11.86,12.44,7.36,2.29,46.97,48.48,"5,573"
2639,蓮田,"42,420","5,694","2,814",49.42,608,"3,633","1,452","5,192","2,346",668,28,104,"1,133,315",389,26,430,7.25,7.37,11.5,15.54,12.36,12.12,16.17,11.69,5.99,48.08,48.08,"2,495"
2640,白岡,"26,026","6,012","2,986",49.67,777,"3,993","1,239","4,044","2,341",576,25,72,"433,153",315,21,102,7.47,11.4,9.83,13.64,16.9,13.16,13.21,9.83,4.56,48.61,43.06,"1,891"
2641,新白岡,"12,520","3,971","1,977",49.79,792,"2,726",447,"1,491","1,425",259,18,12,"99,804",65,3,181,13.72,11.17,10.21,19.97,15.71,11.88,10.74,4.34,2.24,33.33,50,281
2642,久喜,"73,206","5,749","2,877",50.04,614,"3,795","1,313","6,633","2,489",862,35,107,"766,116",478,34,157,7.1,8.25,12.27,14.04,13.48,13.93,14.46,10.96,5.52,50.47,45.79,"4,433"
2643,東鷲宮,"21,446","6,128","3,038",49.58,774,"4,565",785,"2,836","2,247",406,18,26,"471,389",114,12,73,8.64,9.65,14.03,14.89,11.04,18.36,16.01,5.26,2.12,46.15,50,"1,155"
2644,栗橋,"24,384","3,754","1,870",49.81,446,"2,334",971,"2,712","1,431",297,21,53,"476,172",208,11,136,7.82,8.38,8.94,14.83,12.83,12.91,17.1,11.79,5.41,45.28,47.17,"1,164"
2645,金子,"4,194","3,286","1,655",50.37,459,"2,246",581,"1,742","1,168",185,16,16,"75,993",103,0,164,8.52,11.35,10.78,13.52,14.4,14.37,16.23,7.58,3.26,31.25,37.5,517
2646,東飯能,"11,166","5,152","2,569",49.86,615,"3,467","1,052","7,783","2,340",933,40,157,"1,467,096",587,61,968,8.01,9.29,12.43,15.27,14.04,12.99,13.97,9.1,4.91,57.32,36.31,"5,180"
2647,高麗川,"9,422","4,030","2,052",50.92,621,"2,632",771,"2,432","1,575",430,27,30,"581,154",149,12,40,10.29,9.47,11.95,16.77,12.47,11.08,15.73,9.04,3.2,46.67,53.33,"1,123"
2648,毛呂,"1,528","3,128","1,465",46.84,268,"2,231",615,"6,139","1,425",811,57,49,"378,358",196,31,"2,326",5.2,8.83,22.45,12.14,10.79,13.36,14.07,8.77,4.4,32.65,55.1,"2,594"
2649,越生,"5,349","2,643","1,324",50.09,311,"1,650",682,"1,804","1,038",253,24,37,"110,286",137,10,0,7.45,9.57,9.27,11.95,11.65,14.49,18.34,11.76,5.52,48.65,40.54,851
2650,明覚,652,893,436,48.82,104,582,208,476,315,56,18,8,"28,511",33,0,0,6.16,11.65,9.18,9.07,13.1,17.69,17.13,9.97,6.05,37.5,37.5,153
2651,小川町,"1,162","2,089","1,003",48.01,188,"1,269",633,"3,468",841,239,28,82,"520,034",306,28,779,5.65,8.09,9.33,10.48,12.21,15.27,16.18,14.65,8.14,47.56,43.9,"1,880"
2652,竹沢,62,825,390,47.27,74,497,254,523,322,67,21,3,0,22,2,88,5.44,6.89,7.74,10.76,9.55,16.44,23.34,11.85,7.98,0,100,72
2653,折原,94,506,259,51.19,61,313,134,380,180,37,21,2,0,14,1,3,6.69,11.02,8.46,11.22,12.99,14.96,16.93,10.43,7.28,0,100,138
2654,寄居,798,"2,268","1,103",48.63,254,"1,356",657,"2,463",882,225,26,60,"425,383",217,16,0,7.06,9.22,9.26,11.82,13.67,12.84,14.73,12.88,8.51,45,45,"1,511"
2655,用土,188,895,425,47.49,89,545,262,677,284,52,18,7,"11,482",30,2,210,6.48,8.49,9.27,10.28,11.73,15.75,15.31,11.73,10.95,71.43,28.57,119
2656,松久,207,543,272,50.09,81,336,127,327,174,24,14,3,"30,872",24,2,0,9.61,10.17,9.24,14.05,12.01,13.86,13.49,10.35,7.21,0,66.67,121
2657,児玉,704,"2,004","1,003",50.05,239,"1,269",479,"2,168",813,258,32,58,"348,042",159,12,456,7.7,9.16,10.52,12.73,12.03,14.29,15.9,11.02,6.64,58.62,36.21,"1,006"
2658,丹荘,538,"1,119",566,50.58,177,731,208,"1,348",399,94,24,9,"86,976",56,2,480,10.3,11.74,11.2,13.62,14.34,13.8,11.56,8.69,4.75,44.44,44.44,448
2659,浦和,"168,460","10,741","5,233",48.72,"1,294","7,531","1,820","22,840","5,282","2,412",46,252,"6,228,608","1,318",148,"1,563",7.86,8.29,11.99,18.7,18.06,11.88,10.93,7.4,4.88,62.7,34.92,"18,186"
2660,さいたま新都心,"84,270","4,416","2,152",48.73,553,"3,033",786,"18,660","1,998",751,38,125,"2,253,547",458,50,"1,129",8.88,7.94,11.78,18.15,15.42,12.86,13.23,7.32,4.42,66.4,28,"16,220"
2661,大宮,"490,958","4,125","2,035",49.33,323,"2,775",805,"39,728","2,245","1,183",53,589,"19,125,215","2,204",232,"2,812",6.1,5.79,13.55,18.17,14.71,13.81,13.37,9.12,5.38,69.27,29.71,"35,872"
2662,宮原,"47,342","8,662","4,342",50.13,"1,211","5,949","1,334","7,722","3,968","1,651",42,68,"785,203",546,41,77,10.53,8.24,12.02,19.8,16.5,11.76,9.77,7.31,4.06,48.53,45.59,"5,308"
2663,上尾,"83,700","9,920","4,862",49.01,"1,203","6,834","1,836","13,710","4,183","1,277",31,192,"12,457,048",812,80,"1,066",8.04,8.56,11.8,15.61,15.03,14.66,13.41,8.41,4.49,59.38,35.42,"9,360"
2664,北上尾,"30,300","5,805","2,944",50.71,849,"3,975",967,"5,817","2,448",776,32,68,"1,315,403",256,17,"1,092",10.61,8.29,12.42,20.33,14.96,10.57,11.56,8.29,2.97,55.88,29.41,"2,931"
2665,桶川,"53,902","7,533","3,727",49.48,864,"5,036","1,614","6,470","3,231","1,056",33,166,"1,684,242",517,33,510,7.41,8.35,10.71,14.32,15.79,13.82,14.84,9.89,4.87,53.01,39.76,"3,423"
2666,北本,"39,318","5,950","2,948",49.55,768,"3,918","1,262","5,403","2,410",687,29,124,"1,022,893",450,32,14,8.59,8.84,11.13,15.5,15.25,11.75,13.87,10.47,4.61,57.26,37.9,"3,117"
2667,鴻巣,"40,240","5,767","2,896",50.22,737,"3,802","1,211","5,552","2,461",822,33,113,"742,022",373,24,867,8.83,8.45,10.41,15.75,15.3,12.79,13.35,10.1,5.02,50.44,43.36,"2,692"
2668,北鴻巣,"15,756","5,720","2,763",48.3,701,"4,282",735,"2,505","2,247",505,22,17,"288,448",97,5,171,8.18,10.13,13.73,14.31,14.48,18.68,12.42,5.46,2.62,35.29,52.94,762
2669,吹上,"18,900","4,481","2,235",49.88,582,"2,907",989,"3,389","1,763",455,26,49,"225,294",245,13,313,8.01,10.11,10.02,13.82,14.96,13.33,14.64,10.36,4.75,38.78,53.06,"1,601"
2670,行田,"13,924","2,849","1,468",51.53,304,"2,022",511,"2,244","1,326",523,39,16,"129,830",92,11,0,6.91,8.46,13.82,14.77,14.21,16.01,14.77,7.76,3.28,37.5,56.25,"1,327"
2671,熊谷,"62,580","4,881","2,389",48.94,557,"3,137","1,156","11,371","2,332","1,012",43,264,"2,103,268","1,003",95,684,7.86,7.69,11.55,14.31,15.36,12.47,12.89,10.89,6.99,68.56,29.55,"9,007"
2672,籠原,"30,194","3,874","2,023",52.22,546,"2,623",678,"3,339","1,691",637,38,24,"236,861",187,14,82,9.02,9.7,12.25,17,16.85,11.7,11.47,8.42,3.59,41.67,45.83,"1,983"
2673,深谷,"20,470","3,951","1,952",49.41,446,"2,501",998,"4,741","1,724",602,35,114,"681,269",396,35,577,7.5,8.26,10.06,13.59,14.04,13.71,13.76,12.07,7,56.14,36.84,"2,695"
2674,岡部,"6,688","1,774",863,48.65,222,"1,127",425,"1,577",663,155,23,17,"59,310",87,6,257,8.68,8.79,13.19,13.92,10.09,12.8,16.4,11.16,4.96,58.82,35.29,628
2675,本庄,"20,988","4,468","2,221",49.71,456,"2,726","1,194","5,316","2,095",939,45,127,"1,222,276",533,45,268,6.79,8.2,9.53,13.07,13.8,13.62,14.35,11.97,8.66,51.97,41.73,"3,541"
2676,神保原,"5,856","2,517","1,247",49.54,347,"1,576",591,"2,108",995,271,27,27,"162,687",103,6,0,8.83,9.11,9.99,14.64,12.69,13.17,15.32,10.9,5.33,44.44,44.44,"1,185"
2677,東所沢,"30,130","6,647","3,567",53.66,"1,048","4,855",696,"5,736","3,015","1,249",41,50,"719,895",322,28,991,10.36,11,13.42,18.61,18.38,12.14,9.48,4.77,1.83,40,48,"2,913"
2678,新座,"38,862","5,824","2,940",50.48,939,"4,129",746,"4,837","2,424",784,32,34,"961,151",162,11,"1,115",11.49,10.01,13.61,19.49,15.72,11.1,10.42,5.81,2.34,44.12,35.29,"2,325"
2679,北朝霞,"134,764","10,139","5,020",49.51,"1,348","7,291","1,274","8,831","4,926","2,227",45,62,"1,305,261",423,51,231,9.59,9,14.86,19.58,16.93,11.14,10.51,6.09,2.3,40.32,56.45,"5,830"
2680,西浦和,"27,910","7,761","4,009",51.66,884,"5,238","1,596","5,639","3,636","1,450",40,57,"772,099",272,17,512,7.15,8.43,12.09,17.04,15.04,11.97,14.14,10.9,3.24,40.35,50.88,"2,560"
2681,武蔵浦和,"97,220","11,636","5,846",50.24,"1,815","8,484","1,258","11,116","5,066","1,743",34,95,"1,792,076",420,45,"1,515",10.83,9.63,12.3,19.95,19.49,11.57,9.09,4.93,2.21,52.63,44.21,"6,747"
2682,南浦和,"118,188","11,035","5,573",50.5,"1,378","7,985","1,589","11,034","5,367","2,397",45,124,"1,716,109",778,60,"1,012",8.33,8.67,13.53,18.63,18.09,12.47,9.82,6.74,3.72,53.23,44.35,"6,999"
2683,東浦和,"55,276","7,066","3,504",49.59,"1,005","5,058",967,"4,397","3,006","1,027",34,45,"533,188",281,23,76,9.5,10.21,13.87,17.46,16.28,12.2,11.82,6.03,2.63,55.56,42.22,"2,287"
2684,東川口,"64,894","6,726","3,411",50.71,"1,053","4,918",733,"4,781","2,886","1,079",37,63,"1,190,522",317,27,40,11.17,9.41,14.19,22.39,16.8,10.35,8.35,4.47,2.86,41.27,49.21,"2,898"
2685,南越谷,"141,636","9,369","4,588",48.97,"1,250","6,650","1,420","14,841","4,211","1,601",38,269,"3,394,351",938,86,432,8.89,9.17,13.26,18.16,16.83,11.61,12.17,7.48,2.44,67.29,31.23,"11,514"
2686,越谷レイクタウン,"39,214","1,257",618,49.16,296,908,48,"1,249",474,63,13,0,0,6,0,940,21.15,4.47,10.69,35.99,12.05,7.82,5.59,1.76,0.48,0,0,298
2687,吉川,"36,514","4,435","2,242",50.55,594,"3,176",657,"3,228","1,884",642,34,36,"663,275",198,14,32,8.9,9.19,14.66,17.46,14.82,12.27,12.97,6.62,3.12,30.56,58.33,"1,978"
2688,新三郷,"32,578","5,530","2,743",49.6,543,"3,844","1,139","3,176","2,416",772,32,19,"233,560",86,3,440,6.35,8.4,12.72,12.76,10.24,17.48,20.58,8.58,2.9,52.63,36.84,870
2689,三郷,"29,266","5,519","2,817",51.04,831,"4,030",629,"4,633","2,489",962,39,60,"605,199",324,25,515,10.6,8.98,14.39,18.71,16.03,12.62,12.11,4.63,1.93,58.33,40,"2,621"
2690,戸田公園,"64,010","11,250","5,659",50.3,"1,608","7,973","1,576","8,672","5,090","2,067",41,83,"1,313,208",511,36,369,9.63,9.55,14.47,18.64,18.3,10.5,9.14,6.27,3.5,49.4,48.19,"5,127"
2691,戸田,"35,968","9,097","4,723",51.92,"1,491","6,563",959,"7,093","4,110","1,589",39,39,"853,274",287,22,468,11.93,8.96,14.92,22.94,16.44,9.52,8.63,4.66,2,35.9,48.72,"4,455"
2692,北戸田,"38,090","6,577","3,490",53.06,872,"4,946",687,"5,443","3,662","2,170",59,22,"401,000",184,13,"1,244",9.27,8.56,21.65,23.09,14.65,8.07,7.9,4.8,2,50,45.45,"2,797"
2693,武蔵浦和,"97,220","11,636","5,846",50.24,"1,815","8,484","1,258","11,116","5,066","1,743",34,95,"1,792,076",420,45,"1,515",10.83,9.63,12.3,19.95,19.49,11.57,9.09,4.93,2.21,52.63,44.21,"6,747"
2694,中浦和,"24,994","9,363","4,843",51.72,"1,287","6,568","1,426","4,952","4,286","1,733",40,28,"466,443",215,11,301,8.97,9.59,13.99,18.51,17.24,10.78,10.39,6.97,3.56,28.57,64.29,"1,910"
2695,南与野,"32,696","7,163","3,678",51.35,860,"4,916","1,362","4,676","3,266","1,315",40,33,"355,802",196,13,646,7.79,8.92,15.23,16.81,14.78,11.39,11.4,8.59,5.09,27.27,63.64,"1,712"
2696,与野本町,"29,118","7,934","4,087",51.51,859,"5,422","1,608","5,634","3,794","1,711",45,68,"940,039",323,22,249,7.21,7.61,15.82,17.11,14.29,11,12.09,9.67,5.2,44.12,48.53,"2,872"
2697,北与野,"16,910","9,836","4,837",49.18,"1,348","6,901","1,550","16,172","4,342","1,455",34,76,"1,587,584",468,56,"1,209",9.6,8.2,10.72,19.85,16.62,12.33,12.37,6.36,3.95,51.32,36.84,"12,041"
2698,大宮,"490,958","4,125","2,035",49.33,323,"2,775",805,"39,728","2,245","1,183",53,589,"19,125,215","2,204",232,"2,812",6.1,5.79,13.55,18.17,14.71,13.81,13.37,9.12,5.38,69.27,29.71,"35,872"
2699,大宮,"490,958","4,125","2,035",49.33,323,"2,775",805,"39,728","2,245","1,183",53,589,"19,125,215","2,204",232,"2,812",6.1,5.79,13.55,18.17,14.71,13.81,13.37,9.12,5.38,69.27,29.71,"35,872"
2700,日進,"26,512","9,880","4,828",48.87,"1,338","6,650","1,785","5,888","4,250","1,507",35,50,"433,947",264,16,770,9.43,9.17,11.65,17.08,15.14,12.49,12.52,7.98,4.53,42,54,"2,025"
2701,指扇,"22,196","6,301","3,107",49.31,732,"4,267","1,287","4,186","2,715",903,33,47,"625,630",231,20,0,7.4,8.91,12.55,16.88,13.87,11.96,15.56,9.7,3.17,38.3,55.32,"2,056"
2702,南古谷,"16,182","3,969","1,962",49.43,677,"2,652",627,"2,990","1,578",414,26,16,"657,703",88,9,471,12.34,9.66,9.98,19.87,15.52,9.91,12.92,7.36,2.45,18.75,75,"1,246"
2703,川越,"75,508","8,633","4,159",48.18,904,"6,043","1,589","15,972","4,431","2,305",52,216,"3,950,023",959,95,198,7.25,7.74,15.17,16.54,15.34,12.6,11.86,8.65,4.85,66.67,29.17,"13,267"
2704,西川越,"2,624","2,848","1,426",50.07,345,"1,930",563,"1,885","1,142",334,29,18,"198,809",71,8,358,7.72,10.12,12.62,15.47,14.17,12.09,15.62,8.67,3.52,38.89,38.89,600
2705,的場,"5,924","5,323","2,668",50.12,722,"3,622",960,"3,149","2,064",551,27,22,"456,599",99,6,178,8.31,11.65,12.09,14.65,14.35,12.5,14.88,7.92,3.66,36.36,40.91,"1,333"
2706,笠幡,"6,048","2,853","1,626",56.99,479,"1,870",493,"3,045",986,259,26,7,"105,337",64,5,"1,353",6.97,22.66,8.41,13.12,10.31,11.01,17.07,7.53,2.92,28.57,57.14,898
2707,武蔵高萩,"6,544","2,819","1,429",50.69,379,"1,851",587,"2,081","1,087",285,26,30,"431,692",127,11,504,8.7,9.55,11.5,14.94,13.06,12.42,16.76,9.09,3.98,40,40,695
2708,高麗川,"9,170","4,030","2,052",50.92,621,"2,632",771,"2,432","1,575",430,27,30,"581,154",149,12,40,10.29,9.47,11.95,16.77,12.47,11.08,15.73,9.04,3.2,46.67,53.33,"1,123"
2709,大宮,"490,958","4,125","2,035",49.33,323,"2,775",805,"39,728","2,245","1,183",53,589,"19,125,215","2,204",232,"2,812",6.1,5.79,13.55,18.17,14.71,13.81,13.37,9.12,5.38,69.27,29.71,"35,872"
2710,さいたま新都心,"84,270","4,416","2,152",48.73,553,"3,033",786,"18,660","1,998",751,38,125,"2,253,547",458,50,"1,129",8.88,7.94,11.78,18.15,15.42,12.86,13.23,7.32,4.42,66.4,28,"16,220"
2711,与野,"49,712","11,751","5,784",49.22,"1,559","8,154","1,976","9,311","5,314","1,997",38,104,"886,325",496,40,493,9.12,8.38,12,17.39,16.37,12.9,12.12,7.4,4.3,48.08,47.12,"5,097"
2712,北浦和,"101,454","12,770","6,248",48.93,"1,646","8,978","2,051","15,174","6,035","2,648",44,211,"2,415,911","1,016",104,616,7.86,10.26,12.88,15.73,17.76,13.16,11.1,6.69,4.55,54.03,43.13,"10,732"
2713,浦和,"168,460","10,741","5,233",48.72,"1,294","7,531","1,820","22,840","5,282","2,412",46,252,"6,228,608","1,318",148,"1,563",7.86,8.29,11.99,18.7,18.06,11.88,10.93,7.4,4.88,62.7,34.92,"18,186"
2714,南浦和,"114,998","11,035","5,573",50.5,"1,378","7,985","1,589","11,034","5,367","2,397",45,124,"1,716,109",778,60,"1,012",8.33,8.67,13.53,18.63,18.09,12.47,9.82,6.74,3.72,53.23,44.35,"6,999"
2715,蕨,"117,578","13,566","7,051",51.98,"1,188","9,748","2,530","13,458","7,198","3,652",51,235,"1,897,748","1,184",128,147,6.1,6.3,16.08,18.18,14.65,12.41,13.21,8.7,4.37,59.15,39.15,"9,355"
2716,西川口,"106,138","15,277","8,208",53.73,"1,273","11,373","2,535","12,008","8,730","5,058",58,186,"1,561,789","1,212",154,181,5.76,5.91,17.72,18.5,15.83,12.59,12.29,8.02,3.37,52.15,45.7,"7,714"
2717,川口,"160,820","18,539","9,123",49.21,"2,308","13,657","2,540","16,132","8,830","3,456",39,221,"4,003,550","1,043",121,317,8.81,7.28,12.55,20.22,17.71,12.85,11.76,6.08,2.73,60.18,36.65,"10,846"
2718,浦和,"168,460","10,741","5,233",48.72,"1,294","7,531","1,820","22,840","5,282","2,412",46,252,"6,228,608","1,318",148,"1,563",7.86,8.29,11.99,18.7,18.06,11.88,10.93,7.4,4.88,62.7,34.92,"18,186"
2719,さいたま新都心,"84,270","4,416","2,152",48.73,553,"3,033",786,"18,660","1,998",751,38,125,"2,253,547",458,50,"1,129",8.88,7.94,11.78,18.15,15.42,12.86,13.23,7.32,4.42,66.4,28,"16,220"
2720,大宮,"490,958","4,125","2,035",49.33,323,"2,775",805,"39,728","2,245","1,183",53,589,"19,125,215","2,204",232,"2,812",6.1,5.79,13.55,18.17,14.71,13.81,13.37,9.12,5.38,69.27,29.71,"35,872"
2721,土呂,"28,026","8,722","4,236",48.57,"1,232","5,817","1,535","6,618","3,993","1,564",39,54,"614,496",307,13,"1,088",9.52,9.25,11.36,17.2,16.9,11.5,12.45,8.37,3.46,37.04,51.85,"2,465"
2722,東大宮,"64,890","8,093","4,131",51.04,"1,029","5,770","1,234","8,481","3,888","1,734",45,132,"1,633,164",628,54,473,8.32,9.66,13.56,17.71,16.81,11.86,12.44,7.36,2.29,46.97,48.48,"5,573"
2723,蓮田,"42,420","5,694","2,814",49.42,608,"3,633","1,452","5,192","2,346",668,28,104,"1,133,315",389,26,430,7.25,7.37,11.5,15.54,12.36,12.12,16.17,11.69,5.99,48.08,48.08,"2,495"
2724,白岡,"26,026","6,012","2,986",49.67,777,"3,993","1,239","4,044","2,341",576,25,72,"433,153",315,21,102,7.47,11.4,9.83,13.64,16.9,13.16,13.21,9.83,4.56,48.61,43.06,"1,891"
2725,新白岡,"12,520","3,971","1,977",49.79,792,"2,726",447,"1,491","1,425",259,18,12,"99,804",65,3,181,13.72,11.17,10.21,19.97,15.71,11.88,10.74,4.34,2.24,33.33,50,281
2726,久喜,"73,206","5,749","2,877",50.04,614,"3,795","1,313","6,633","2,489",862,35,107,"766,116",478,34,157,7.1,8.25,12.27,14.04,13.48,13.93,14.46,10.96,5.52,50.47,45.79,"4,433"
2727,東鷲宮,"21,446","6,128","3,038",49.58,774,"4,565",785,"2,836","2,247",406,18,26,"471,389",114,12,73,8.64,9.65,14.03,14.89,11.04,18.36,16.01,5.26,2.12,46.15,50,"1,155"
2728,栗橋,"24,384","3,754","1,870",49.81,446,"2,334",971,"2,712","1,431",297,21,53,"476,172",208,11,136,7.82,8.38,8.94,14.83,12.83,12.91,17.1,11.79,5.41,45.28,47.17,"1,164"
2729,和光市,"170,122","9,409","5,022",53.37,968,"7,279","1,073","8,412","5,490","3,345",61,60,"1,422,453",324,31,250,7.54,6,21.42,25.19,14.37,8.71,8.94,5.23,2.61,46.67,45,"5,986"
2731,所沢,"95,772","7,889","3,870",49.06,756,"5,765","1,278","14,243","4,239","2,314",55,187,"4,969,888",772,89,75,6.39,8.12,19.02,17.48,14.57,11.81,11.04,7.18,4.41,63.1,33.16,"11,899"
2732,西所沢,"24,267","9,596","4,768",49.69,"1,238","6,576","1,747","5,430","4,225","1,586",38,69,"420,335",274,20,461,8.47,9.18,12.42,16.51,16.37,12.36,11.96,8.08,4.65,46.38,43.48,"1,906"
2733,小手指,"48,058","10,631","5,280",49.67,"1,188","7,385","2,006","6,740","4,865","1,749",36,69,"1,597,479",345,34,61,7.38,8.26,13.53,15.59,14.26,13.16,15.82,8.56,3.43,42.03,50.72,"3,238"
2734,狭山ケ丘,"25,665","9,830","4,847",49.31,"1,223","6,471","2,101","5,895","4,159","1,410",34,86,"650,031",350,29,123,8.39,8.67,11.86,16.11,13.54,12.07,15.27,10.14,3.96,48.84,47.67,"2,361"
2735,武蔵藤沢,"23,583","6,983","3,470",49.69,917,"4,549","1,514","4,420","2,821",744,26,59,"1,289,933",273,25,5,9.17,8.32,10.89,16.99,14.05,11.39,14.58,10.46,4.14,49.15,37.29,"2,031"
2736,稲荷山公園,"8,975","1,041",724,69.55,89,862,71,"7,038",312,151,48,7,"22,703",38,8,"1,938",5.96,7.52,36.13,20.21,13.48,6.25,5.37,3.13,1.95,57.14,42.86,"4,777"
2737,入間市,"35,042","6,256","3,062",48.95,763,"4,306","1,198","7,168","2,577",685,27,73,"1,174,453",295,18,"1,698",7.96,8.84,11.14,14.49,14.17,15.27,15.63,8.95,3.56,50.68,45.21,"3,424"
2738,仏子,"12,193","3,796","1,850",48.74,351,"2,491",944,"2,812","1,709",648,38,30,"255,516",159,10,350,5.65,9.8,12.65,13.02,12.26,13.29,16.85,11.78,4.7,43.33,53.33,"1,063"
2739,元加治,"6,828","4,564","2,342",51.31,471,"3,084","1,004","2,386","1,893",564,30,26,"108,765",144,10,52,6.38,9.69,12.21,13.9,13,13.22,17.74,9.54,4.3,34.62,57.69,710
2740,飯能,"32,087","5,432","2,712",49.93,555,"3,539","1,320","7,539","2,460",996,40,200,"1,450,573",666,58,357,6.7,8.42,12.78,13.92,12.63,13.37,14.77,10.93,6.46,58,39,"5,376"
2741,東飯能,"5,455","5,152","2,569",49.86,615,"3,467","1,052","7,783","2,340",933,40,157,"1,467,096",587,61,968,8.01,9.29,12.43,15.27,14.04,12.99,13.97,9.1,4.91,57.32,36.31,"5,180"
2742,高麗,"2,855","1,642",756,46.04,128,895,619,"1,173",562,119,21,12,"119,933",56,3,0,5.12,5.72,8.16,10.48,7.73,13.76,20.58,11.75,16.69,33.33,66.67,441
2743,武蔵横手,315,299,147,49.16,27,202,70,151,101,14,14,0,0,12,1,0,4.01,8.7,10.03,9.03,11.71,21.74,17.73,10.03,7.02,0,0,29
2744,東吾野,518,435,208,47.82,29,279,131,336,158,29,18,0,0,20,0,61,3.64,7.06,10.71,7.52,10.02,19.13,21.18,12.07,8.66,0,0,86
2745,吾野,753,260,134,51.54,17,156,85,326,101,26,26,4,"2,693",22,0,69,4.25,6.56,7.72,9.27,9.27,17.76,22.39,12.74,10.04,25,75,148
2746,吾野,753,260,134,51.54,17,156,85,326,101,26,26,4,"2,693",22,0,69,4.25,6.56,7.72,9.27,9.27,17.76,22.39,12.74,10.04,25,75,148
2747,西吾野,357,111,58,52.25,5,62,42,112,43,11,26,1,6,6,1,38,1.82,6.36,9.09,7.27,10,17.27,19.09,15.45,13.64,0,0,13
2748,正丸,249,64,31,48.44,6,38,19,51,23,4,17,3,"1,192",5,2,0,4.84,9.68,8.06,6.45,16.13,16.13,14.52,11.29,12.9,66.67,33.33,14
2749,芦ケ久保,331,185,82,44.32,25,101,64,158,63,11,17,3,"2,257",12,0,17,7.45,10.64,4.79,10.11,10.11,14.36,13.83,18.09,10.64,33.33,66.67,43
2750,横瀬,"1,801",938,452,48.19,119,578,241,794,323,61,19,7,"46,111",50,2,31,8.65,8.97,8.87,10.68,12.82,16.88,14.21,10.9,8.01,42.86,42.86,362
2751,西武秩父,"6,944","3,303","1,579",47.81,334,"1,863","1,106","4,605","1,394",445,32,124,"762,125",470,56,412,6.39,7.93,7.78,10.15,12.11,13.72,15.75,15.35,10.81,52.42,38.71,"2,726"
2752,遊園地西,757,"1,033",508,49.18,109,677,252,549,408,87,21,2,"1,054",12,1,0,6.65,9.54,9.34,13.1,13.01,15.03,17.05,11.27,5.01,50,50,179
2753,西武球場前,"9,964","1,140",561,49.21,118,730,288,868,485,144,30,3,"1,041",30,6,0,6.86,7.39,9.94,13.37,11.7,14.69,20.93,10.47,4.66,0,66.67,443
2754,西所沢,"24,267","9,596","4,768",49.69,"1,238","6,576","1,747","5,430","4,225","1,586",38,69,"420,335",274,20,461,8.47,9.18,12.42,16.51,16.37,12.36,11.96,8.08,4.65,46.38,43.48,"1,906"
2755,下山口,"8,203","6,194","3,064",49.47,794,"4,004","1,390","3,948","2,387",496,21,29,"235,104",137,6,791,8.53,8.66,10.57,14.85,12.66,13.17,17.17,10.25,4.14,48.28,37.93,858
2756,西武球場前,"9,964","1,140",561,49.21,118,730,288,868,485,144,30,3,"1,041",30,6,0,6.86,7.39,9.94,13.37,11.7,14.69,20.93,10.47,4.66,0,66.67,443
2757,所沢,"95,772","7,889","3,870",49.06,756,"5,765","1,278","14,243","4,239","2,314",55,187,"4,969,888",772,89,75,6.39,8.12,19.02,17.48,14.57,11.81,11.04,7.18,4.41,63.1,33.16,"11,899"
2758,航空公園,"28,006","7,390","3,676",49.74,957,"5,119","1,267","8,642","3,454","1,462",42,39,"601,372",230,19,"1,278",8.88,9.32,13.24,16.82,15.04,12.54,12.16,7.89,4.11,41.03,48.72,"5,117"
2759,新所沢,"54,698","11,074","5,457",49.28,"1,244","7,605","2,139","9,840","5,379","2,401",45,186,"1,517,683",725,66,"1,198",7.34,8.55,13.58,15.79,16.3,12.65,11.71,9.16,4.91,63.44,35.48,"5,197"
2760,入曽,"18,327","3,956","1,954",49.39,473,"2,558",921,"3,355","1,608",427,27,62,"456,077",268,19,301,7.97,8.5,11.06,14.52,13.41,12.96,15.76,10.68,5.14,48.39,45.16,"1,524"
2761,狭山市,"40,480","6,329","3,161",49.94,609,"4,253","1,429","5,959","2,925","1,198",41,114,"861,676",476,41,464,6.12,8.46,12.45,14.94,13.59,13.51,15.34,9.95,5.64,45.61,50.88,"3,433"
2762,新狭山,"21,171","6,336","3,453",54.5,797,"4,542",957,"7,134","3,061","1,399",46,55,"746,939",387,46,289,8.4,8.93,13.15,16.79,15.9,13.55,13.98,6.51,2.8,38.18,50.91,"4,980"
2763,南大塚,"15,903","6,459","3,307",51.2,830,"4,527","1,059","5,267","3,031","1,321",44,46,"763,193",259,21,0,8.29,10.54,13.9,15.14,16.37,12.07,13.39,7.58,2.73,34.78,54.35,"3,226"
