駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
9108,北舟岡,192,669,311,46.49,90,383,200,396,270,53,20,3,"12,962",11,0,0,8.16,9.35,4.9,10.83,13.35,14.09,19.14,14.69,5.49,0,33.33,32
9109,稀府,382,445,200,44.94,39,225,182,348,193,55,29,6,"9,900",19,0,0,5.63,8.78,4.73,9.91,6.76,13.74,20.27,19.82,10.36,50,33.33,91
9110,黄金,14,235,109,46.38,18,116,104,269,107,30,28,1,0,14,0,0,3.81,5.51,6.78,10.59,9.32,12.71,18.64,23.31,9.32,100,0,181
9111,崎守,46,633,300,47.39,52,336,244,655,275,68,25,4,"7,009",18,1,58,4.91,6.01,5.22,9.65,8.86,13.29,28.8,15.03,8.23,75,25,246
9112,本輪西,44,606,303,50,47,329,228,"1,087",276,82,30,15,"93,121",66,5,0,4.98,8.29,7.13,9.45,10.61,11.44,20.23,19.24,8.62,40,46.67,764
9113,東室蘭,"3,586","3,507","1,729",49.3,312,"2,213",977,"6,551","1,793",930,52,75,"672,834",459,38,164,6.28,5.83,11.97,15,12.31,12.43,15.02,11.51,9.65,48,40,"4,877"
9114,鷲別,826,"4,294","2,160",50.3,595,"2,710",984,"3,488","1,990",758,38,56,"621,648",232,8,252,9.19,8.63,11.24,14.83,12.38,12.99,14.43,10.75,5.57,39.29,53.57,"1,424"
9115,幌別,"1,486","2,065",961,46.54,215,"1,203",646,"2,758",955,351,37,66,"526,423",280,25,149,6.73,6.83,9.49,12.01,11.33,13.27,16.27,13.61,10.46,53.03,36.36,"1,641"
9116,富浦,8,259,120,46.33,19,138,105,344,113,31,27,1,0,11,0,0,2.65,7.2,4.92,9.47,13.26,15.53,12.5,26.89,7.58,0,100,166
9117,登別,620,774,358,46.25,59,457,258,911,381,157,41,27,"153,713",97,10,0,4.91,6.85,8.01,9.82,11.76,15.5,17.7,16.28,9.17,48.15,40.74,540
9118,虎杖浜,108,493,230,46.65,45,268,180,394,218,65,30,4,"21,581",25,0,12,4.25,8.5,4.66,7.09,10.73,15.99,21.66,15.79,11.34,25,75,135
9119,竹浦,86,445,201,45.17,50,252,143,379,189,40,21,10,"72,410",20,3,74,4.93,11.21,6.73,6.05,14.57,14.13,17.71,17.71,6.95,20,50,71
9120,北吉原,42,570,278,48.77,59,332,197,739,249,91,37,9,"45,234",38,5,0,6.8,6.97,7.82,9.86,9.52,15.14,21.6,15.82,6.46,22.22,55.56,431
9121,萩野,184,"1,164",532,45.7,105,666,393,"1,087",478,115,24,9,"49,581",50,2,311,6.09,6.09,7.3,9.18,8.07,18.37,19.83,13.65,11.42,22.22,55.56,262
9122,白老,"1,262","1,521",697,45.83,191,906,422,"1,558",629,183,29,36,"283,698",139,9,149,7.91,11.53,7.11,12.71,11.2,13.11,16.93,11.66,7.84,61.11,30.56,816
9123,社台,14,218,98,44.95,14,116,92,197,100,33,33,4,"11,010",13,0,0,4.46,6.7,6.25,8.04,12.05,10.71,22.32,17.41,12.05,0,75,69
9124,錦岡,580,"1,402",717,51.14,206,962,233,"1,115",596,212,36,7,"27,013",48,1,389,8.57,12.49,10.85,13.49,16.42,13.99,12.49,7.42,4.28,42.86,28.57,253
9125,糸井,494,"3,745","1,824",48.7,401,"2,313","1,031","2,841","1,726",587,34,26,"514,605",161,7,76,7.34,7.1,9.99,13.32,10.89,14.74,17.17,12.95,6.49,30.77,53.85,"1,093"
9126,青葉,572,"5,998","2,706",45.12,746,"3,571","1,681","4,594","2,722",891,33,31,"256,749",141,4,932,7.66,8.99,8.57,12.59,10.61,14.91,15.23,12.88,8.57,48.39,45.16,849
9127,苫小牧,"7,106","1,871",955,51.04,268,"1,305",299,"4,968",926,424,46,149,"1,530,413",391,35,5,10.52,7.47,10.25,16.39,15.91,16.5,11.43,6.67,4.86,76.51,20.81,"4,227"
9128,沼ノ端,"1,046","2,908","1,482",50.96,511,"1,921",470,"2,116","1,267",433,34,21,"341,622",111,5,314,12.13,10.1,10.92,19.4,14.09,10.72,11.44,7.31,3.89,47.62,38.1,831
9129,遠浅,68,306,152,49.67,52,184,70,379,133,46,35,4,"37,435",19,1,0,12.3,6.8,6.8,19.74,9.06,13.27,15.21,10.36,6.47,25,75,251
9130,早来,276,578,277,47.92,88,324,167,665,244,73,30,27,"188,659",77,4,0,9.31,10,6.21,13.28,11.72,11.9,16.55,12.24,8.79,37.04,44.44,490
9131,安平,18,193,90,46.63,19,100,77,162,90,30,33,3,"5,129",9,0,20,6.09,6.6,5.08,7.61,11.17,14.72,20.3,17.26,11.17,33.33,66.67,28
9132,追分,540,821,397,48.36,101,479,241,872,386,155,40,22,"75,086",68,4,102,6.6,11.49,7.09,10.39,12.59,12.96,18.22,11.25,9.41,31.82,54.55,384
9133,三川,78,442,216,48.87,41,219,181,669,195,57,29,12,"62,678",54,3,109,4.33,7.06,4.33,8.66,9.57,15.03,20.96,21.64,8.43,33.33,41.67,306
9134,古山,28,56,28,50,4,30,23,68,24,8,33,0,0,2,0,0,5.26,7.02,10.53,3.51,17.54,14.04,12.28,19.3,10.53,0,0,17
9135,由仁,124,"1,094",500,45.7,120,603,378,"1,359",470,127,27,26,"162,808",124,9,182,7.08,7.27,5.9,10.35,10.72,14.26,18.53,15.71,10.17,57.69,30.77,706
9136,栗山,342,"1,223",560,45.79,131,723,373,"2,134",556,186,33,55,"443,043",198,11,34,7,7,7.74,12.05,11.73,15.07,16.53,13.52,9.36,54.55,40,"1,553"
9137,栗丘,6,78,29,37.18,5,36,36,67,36,9,25,1,0,3,0,0,3.8,3.8,2.53,10.13,5.06,12.66,26.58,21.52,13.92,100,0,9
9138,栗沢,86,996,456,45.78,91,505,402,"1,174",413,105,25,28,"227,659",103,4,32,5.7,7,6.1,7.7,10,14.2,17.6,18.8,12.9,53.57,35.71,637
9139,志文,14,998,458,45.89,116,600,282,623,400,99,25,5,"9,842",33,0,3,6.81,10.02,6.81,10.52,12.63,15.43,15.53,14.93,7.31,40,40,141
9140,岩見沢,"11,397","1,977",876,44.31,190,"1,144",642,"4,230",879,400,46,105,"633,126",438,33,29,6.53,6.02,9.97,12.04,10.93,12.9,16.65,12.45,12.5,52.38,44.76,"3,351"
9141,輪西,52,"1,354",635,46.9,111,704,536,"5,073",668,250,37,34,"144,883",237,18,88,5.69,5.91,6.5,9.83,11.97,10.2,20.62,18.55,10.72,55.88,44.12,"4,342"
9142,御崎,28,"1,062",499,46.99,131,645,285,978,455,108,24,3,0,24,0,0,9.04,5.65,12.62,11.77,9.42,14.5,17.51,12.52,6.97,66.67,33.33,497
9143,母恋,250,"1,637",714,43.62,179,915,542,"2,404",762,308,40,23,"105,543",132,2,280,7.45,7.08,11.9,9.95,8.42,11.84,18.44,13.13,11.78,43.48,43.48,"1,396"
9144,室蘭,"1,160","1,425",614,43.09,118,759,547,"3,502",781,386,49,92,"429,422",400,37,0,5.33,5.68,5.89,9.54,11.37,13.82,20.14,17.19,11.02,56.52,39.13,"2,823"
9145,南千歳,"4,832",0,0,0,0,0,0,"2,682",0,0,0,88,"449,670",93,12,0,0,0,0,0,0,0,0,0,0,93.18,6.82,"2,682"
9146,追分,"3,698",821,397,48.36,101,479,241,872,386,155,40,22,"75,086",68,4,102,6.6,11.49,7.09,10.39,12.59,12.96,18.22,11.25,9.41,31.82,54.55,384
9147,東追分,3,6,3,50,1,2,2,10,4,0,0,0,0,0,0,0,0,25,0,0,0,25,0,25,25,0,0,1
9148,川端,8,114,58,50.88,11,63,43,146,56,23,41,3,0,14,1,5,7.76,6.9,6.03,7.76,9.48,17.24,15.52,18.97,10.34,33.33,0,65
9149,滝ノ上,6,50,20,40,0,21,31,61,25,9,36,5,"41,776",7,1,10,0,3.85,5.77,1.92,7.69,15.38,15.38,32.69,17.31,40,40,20
9150,十三里,6,10,5,50,0,3,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,20,60,20,0,0,0,0
9151,新夕張,136,494,246,49.8,38,242,220,636,235,89,38,13,"108,774",42,3,39,4.41,5.21,3.21,8.22,9.22,15.43,20.04,21.64,12.63,23.08,53.85,312
9153,占冠,16,171,119,69.59,8,136,28,55,111,79,71,1,0,2,0,0,4.12,3.53,11.18,16.47,17.65,21.18,13.53,7.06,5.29,0,0,13
9154,トマム,40,0,0,0,0,0,0,169,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169
9155,新得,474,"1,212",581,47.94,125,632,454,"1,573",544,193,35,33,"491,750",126,9,181,6.19,7.43,7.76,9.99,11.48,11.64,14.86,18.25,12.39,54.55,36.36,807
9156,沼ノ沢,22,446,186,41.7,28,240,183,665,233,94,40,12,"157,287",38,0,105,4.43,3.99,8.87,6.43,6.65,16.19,20.4,17.52,15.52,33.33,50,269
9157,南清水沢,80,849,363,42.76,40,402,407,911,408,184,45,10,"31,763",38,1,101,2.24,6.61,4.37,6.97,8.97,13.7,18.65,19.72,18.77,40,60,236
9158,清水沢,30,571,268,46.94,44,278,250,652,290,105,36,23,"76,475",81,6,0,4.19,5.93,2.79,8.73,7.5,15.88,19.02,23.21,12.74,56.52,34.78,364
9159,鹿ノ谷,10,435,201,46.21,35,211,191,418,231,95,41,12,"27,212",32,2,0,4.57,5.71,3.65,7.53,10.05,14.84,19.86,22.15,11.64,33.33,50,153
9160,夕張,38,365,173,47.4,22,163,181,464,219,113,52,11,"52,008",27,3,14,4.1,2.73,6.28,10.38,7.38,10.66,16.12,20.49,21.86,36.36,36.36,219
9161,苫小牧,"7,676","1,871",955,51.04,268,"1,305",299,"4,968",926,424,46,149,"1,530,413",391,35,5,10.52,7.47,10.25,16.39,15.91,16.5,11.43,6.67,4.86,76.51,20.81,"4,227"
9162,勇払,32,581,303,52.15,121,362,101,519,237,69,29,9,"27,054",53,3,24,14.9,9.76,8.39,17.98,11.82,11.64,14.04,7.88,3.6,33.33,44.44,223
9163,浜厚真,44,34,19,55.88,4,22,11,48,15,7,47,1,0,3,0,0,5.26,13.16,2.63,5.26,15.79,13.16,21.05,21.05,2.63,0,100,16
9164,浜田浦,4,17,11,64.71,0,14,6,29,10,6,60,0,0,2,0,0,0,10,5,5,10,30,10,10,20,0,0,12
9165,鵡川,208,"1,795",868,48.36,214,"1,126",453,"1,674",793,242,31,26,"236,416",112,4,212,6.64,9.15,8.42,11.66,12.66,16.51,17.12,11.1,6.75,57.69,30.77,825
9166,汐見,10,134,61,45.52,15,101,42,129,42,8,19,0,0,4,0,0,5.13,10.26,9.62,7.69,15.38,17.31,11.54,12.82,10.26,0,0,39
9167,富川,212,987,453,45.9,140,583,266,823,448,156,35,13,"143,521",53,5,0,9.31,8.91,8.81,12.35,11.94,13.46,15.38,11.84,8,53.85,30.77,406
9168,日高門別,82,562,245,43.59,61,296,209,904,215,61,28,11,"160,083",60,3,69,7.26,7.61,6.55,9.91,10.27,12.39,16.99,13.98,15.04,36.36,45.45,556
9169,豊郷,8,40,17,42.5,6,23,11,44,18,6,33,0,0,2,1,0,7.69,12.82,10.26,0,15.38,15.38,10.26,12.82,15.38,0,0,7
9170,清畠,6,63,30,47.62,2,33,29,40,26,8,31,2,0,2,0,0,0,11.11,4.76,4.76,12.7,14.29,11.11,30.16,11.11,50,50,14
9171,厚賀,64,222,107,48.2,22,106,96,311,113,48,42,4,"12,689",19,1,11,5.33,6.22,5.33,7.56,8.89,14.67,20,18.67,13.33,75,0,176
9172,大狩部,8,31,14,45.16,0,17,14,21,14,2,14,0,0,0,0,0,0,0,10.34,3.45,13.79,24.14,10.34,24.14,13.79,0,0,0
9173,節婦,4,367,175,47.68,34,226,117,360,152,54,36,2,"16,321",15,0,23,6.12,6.91,8.24,13.3,9.31,14.89,16.22,16.76,8.24,50,50,95
9174,新冠,48,"1,171",540,46.11,137,639,395,"1,627",495,157,32,22,"243,856",112,6,91,7.69,7.61,7.44,11.62,11.11,12.65,16.32,13.08,12.48,36.36,40.91,971
9175,静内,494,913,459,50.27,124,554,235,"1,632",461,211,46,41,"505,599",184,17,0,8,8.99,10.31,14.25,12.61,12.83,13.27,12.28,7.46,60.98,29.27,"1,328"
9176,東静内,30,215,101,46.98,21,117,77,301,94,29,31,2,0,15,0,51,4.67,8.41,8.41,6.54,14.49,12.15,20.09,17.76,7.48,0,100,93
9177,春立,6,76,39,51.32,7,46,33,103,31,8,26,0,0,5,0,32,5.62,8.99,1.12,8.99,10.11,17.98,19.1,16.85,11.24,0,0,21
9178,日高東別,4,41,18,43.9,5,22,18,52,15,4,27,1,0,2,0,0,4.44,8.89,6.67,0,11.11,15.56,15.56,22.22,15.56,0,100,3
9179,日高三石,68,526,243,46.2,68,276,185,481,192,68,35,5,"11,904",34,0,70,6.46,11.98,6.84,8.94,12.36,11.41,12.93,11.22,17.87,40,60,179
9180,蓬栄,18,22,10,45.45,1,10,8,23,10,2,20,0,0,0,0,0,0,11.11,0,5.56,16.67,22.22,5.56,16.67,22.22,0,0,0
9181,本桐,62,287,141,49.13,30,166,93,253,126,36,29,2,0,27,2,0,4.86,10.07,6.6,9.72,11.46,13.54,20.49,15.28,7.99,0,100,124
9182,荻伏,68,339,156,46.02,47,205,89,327,133,29,22,5,"12,186",23,1,66,7.08,12.39,7.96,8.85,14.16,15.04,15.34,13.86,5.31,40,40,103
9183,絵笛,9,30,15,50,5,26,11,25,10,3,30,1,0,3,0,0,4.65,9.3,6.98,9.3,11.63,20.93,18.6,2.33,16.28,0,0,17
9184,浦河,18,350,184,52.57,47,222,82,854,160,63,39,12,"96,324",74,2,0,8.81,7.67,7.95,15.91,11.65,17.33,14.49,9.94,6.25,58.33,25,781
9185,東町,114,730,318,43.56,78,495,159,724,358,186,52,13,"78,693",37,2,45,7.5,8.32,16.23,17.19,10.1,13.51,10.64,9.55,6.96,23.08,53.85,324
9186,日高幌別,2,468,239,51.07,50,276,143,435,198,55,28,6,"28,628",20,1,169,6.4,9.38,7.68,9.17,12.58,17.27,14.07,16.42,7.04,16.67,50,106
9187,鵜苫,5,102,53,51.96,12,60,33,105,47,18,38,0,0,4,0,4,7.62,4.76,8.57,11.43,6.67,19.05,16.19,12.38,13.33,0,0,31
9188,西様似,13,322,163,50.62,47,191,96,269,147,56,38,1,0,11,0,0,8.96,8.66,9.55,10.75,13.13,11.94,17.61,12.54,6.87,0,100,77
9189,様似,20,"1,025",487,47.51,127,618,281,"1,327",471,153,32,31,"250,678",131,8,174,7.43,8.9,7.14,11.93,12.51,17.2,13.2,13.39,8.31,38.71,38.71,699
9190,函館,"6,008","1,524",647,42.45,159,840,522,"6,165",800,379,47,259,"2,043,645",797,113,25,6.77,6.24,6.57,12.55,10.32,12.48,19.45,14.98,10.64,33.59,64.09,"5,466"
9191,五稜郭,"2,040","3,451","1,602",46.42,397,"2,126",920,"4,601","1,578",609,39,43,"1,035,714",197,11,644,7.64,7.69,10.05,13.04,11.67,14.61,15.42,11.79,8.1,37.21,46.51,"2,221"
9192,七重浜,530,"4,174","1,979",47.41,519,"2,672",979,"3,306","1,831",576,31,50,"1,092,954",182,12,365,7.79,9.23,9.57,13.96,13.41,13.93,15.52,10.89,5.71,48,36,"1,172"
9193,東久根別,154,"3,754","1,712",45.6,655,"2,455",642,"2,120","1,492",327,22,17,"189,249",81,4,15,11.62,10.6,9.35,16.81,13.4,13.27,13.38,7.81,3.76,52.94,35.29,702
9194,久根別,208,"2,695","1,279",47.46,405,"1,738",548,"1,694","1,076",240,22,17,"562,825",78,4,83,9.02,11.4,8.43,14.44,14.26,14.33,14,9.28,4.83,41.18,47.06,520
9195,清川口,288,"2,278","1,039",45.61,394,"1,365",517,"2,268",901,219,24,16,"101,143",79,3,644,11.37,10.54,6.9,14.93,14.45,11.81,13.35,10.8,5.84,25,68.75,664
9196,上磯,516,"2,396","1,114",46.49,340,"1,460",596,"1,781",929,202,22,30,"148,667",104,8,0,8.27,11.23,7.1,11.82,15.24,13.86,14.07,11.61,6.81,26.67,63.33,757
9197,茂辺地,44,891,405,45.45,35,459,397,775,409,122,30,7,"38,232",42,4,63,2.02,4.72,4.83,7.08,8.54,16.63,23.15,21.57,11.46,42.86,42.86,129
9198,渡島当別,96,205,98,47.8,14,101,91,193,96,31,32,1,0,11,0,19,3.41,7.32,5.37,5.85,12.68,11.22,16.59,21.95,15.61,0,100,40
9199,釜谷,12,179,80,44.69,13,82,85,113,75,15,20,3,787,4,0,0,2.78,7.22,2.78,8.89,9.44,10.56,23.89,22.22,12.22,66.67,33.33,5
9200,泉沢,10,213,107,50.23,16,95,102,168,95,29,31,3,0,7,0,0,3.74,7.01,4.67,6.07,8.88,16.36,16.36,25.23,11.68,33.33,66.67,19
9201,札苅,22,358,181,50.56,18,184,155,265,167,69,41,1,0,14,0,0,1.96,6.7,5.87,9.22,9.78,16.76,16.48,20.67,12.57,0,100,39
9202,木古内,428,"1,035",501,48.41,84,544,407,"1,548",447,150,34,44,"178,282",148,7,196,4.35,7.54,5.61,8.03,9.86,15.09,19.34,15.96,14.22,65.91,27.27,796
9203,渡島鶴岡,8,28,16,57.14,5,12,12,48,9,1,11,0,0,1,0,14,10.34,10.34,6.9,3.45,20.69,3.45,6.9,31.03,6.9,0,0,15
9204,吉堀,8,7,4,57.14,0,3,3,29,4,2,50,0,0,1,0,0,0,0,0,0,33.33,0,0,33.33,33.33,0,0,15
9205,神明,6,16,5,31.25,0,7,17,15,9,5,56,0,0,0,0,0,0,0,0,4.55,4.55,4.55,13.64,27.27,45.45,0,0,1
9206,湯ノ岱,40,181,83,45.86,10,75,95,193,93,36,39,3,0,15,2,0,2.76,3.87,1.66,8.84,7.73,11.05,24.31,29.28,10.5,33.33,66.67,67
9207,宮越,9,31,12,38.71,2,16,15,31,13,4,31,0,0,1,0,0,3.13,6.25,9.38,6.25,6.25,9.38,18.75,25,15.63,0,0,7
9208,桂岡,12,137,65,47.45,13,69,62,122,55,15,27,1,0,7,0,0,6.25,4.86,4.17,8.33,9.03,12.5,19.44,24.31,11.11,100,0,19
9209,中須田,28,137,55,40.15,14,73,50,93,52,12,23,0,0,2,0,1,6.52,7.97,3.62,7.97,10.14,15.94,16.67,18.84,12.32,0,0,13
9210,上ノ国,53,859,380,44.24,158,574,139,"1,139",378,118,31,14,"142,109",71,7,224,10.46,13.22,7.36,14.6,14.37,16.67,12.3,7.7,3.33,42.86,42.86,582
9211,江差,71,"1,591",777,48.84,219,"1,006",366,"1,439",777,322,41,8,"44,049",59,2,196,9.3,8.67,7.16,13.13,13.94,17.21,13.38,11.24,5.97,37.5,62.5,476
9213,知内,1,22,11,50,0,14,7,38,9,2,22,0,0,2,1,0,0,0,10.53,10.53,10.53,21.05,15.79,31.58,0,0,0,26
9214,木古内,601,"1,035",501,48.41,84,544,407,"1,548",447,150,34,44,"178,282",148,7,196,4.35,7.54,5.61,8.03,9.86,15.09,19.34,15.96,14.22,65.91,27.27,796
9215,宮の沢,"26,196","7,492","3,495",46.65,"1,025","5,239","1,185","5,839","3,488","1,236",35,49,"1,271,080",304,22,0,10,7.58,12.31,20.21,16.32,11.57,11.13,7.09,3.79,32.65,44.9,"3,433"
9216,発寒南,"16,536","8,677","3,985",45.93,956,"6,081","1,601","5,788","4,446","2,013",45,62,"1,141,044",326,22,631,7.5,7.12,14.72,19.28,14.27,11.6,12.1,8.32,5.08,45.16,37.1,"2,417"
9217,琴似,"26,646","13,793","6,096",44.2,"1,026","10,003","2,661","11,082","8,393","5,173",62,120,"1,523,499",854,71,352,4.97,6.26,16.06,16.92,14.9,13.94,12.89,8.82,5.25,51.67,45,"6,619"
9218,二十四軒,"11,328","8,398","3,837",45.69,819,"5,982","1,566","9,637","4,784","2,637",55,53,"1,009,085",423,23,"1,749",6.43,7.15,14.39,16.64,15.52,13.43,13.61,8.44,4.4,26.42,60.38,"5,317"
9219,西28丁目,"19,340","11,362","4,933",43.42,"1,250","8,034","2,078","8,298","6,268","3,349",53,79,"876,579",594,42,755,7.09,7.55,12.38,16.87,17.33,13.8,11.69,8.63,4.66,41.77,48.1,"4,303"
9220,円山公園,"28,110","10,767","4,704",43.69,"1,150","7,797","1,819","8,932","6,148","3,421",56,155,"965,352",786,87,"1,315",7.17,7.31,12.64,17.72,18.32,13.35,11.26,7.89,4.34,45.16,50.97,"4,663"
9221,西１８丁目,"30,048","9,329","4,063",43.55,743,"7,057","1,529","20,349","5,791","3,777",65,113,"1,130,556","1,153",105,"4,827",5.93,6.64,18.15,19.23,16.1,11.89,10.3,6.7,5.05,50.44,45.13,"13,291"
9222,西１１丁目,"30,352","4,682","2,045",43.68,235,"3,615",832,"34,064","3,205","2,271",71,177,"1,864,406","2,205",130,"2,720",3.84,4.72,21.82,18.6,13.92,12.28,11.85,8.26,4.7,57.06,38.42,"30,387"
9223,大通,"45,440","2,479","1,128",45.5,112,"1,962",402,"70,045","1,750","1,257",72,713,"19,885,816","4,553",446,375,3.63,3.59,23.07,21.42,14.76,11.13,10.17,6.94,5.28,78.82,19.78,"69,305"
9224,バスセンター前,"16,952","8,200","3,690",45,511,"6,527","1,162","21,833","5,392","3,587",67,178,"2,223,297","1,341",78,840,4.78,4.98,22.63,21.63,15.3,10.5,9.71,6.34,4.13,57.3,35.39,"19,546"
9225,菊水,"20,124","10,746","4,860",45.23,876,"8,025","1,734","10,158","6,720","4,285",64,74,"810,465",498,36,"1,148",6.07,5.13,20.39,20.42,14.22,11.08,11.12,7.22,4.34,35.14,55.41,"6,070"
9226,東札幌,"19,584","10,268","4,670",45.48,"1,081","7,390","1,747","7,876","5,702","3,070",54,64,"1,230,241",391,24,349,7.61,6.62,13.5,19.98,16.3,12.56,10.9,7.61,4.91,57.81,31.25,"4,796"
9227,白石,"25,164","11,434","5,240",45.83,"1,029","8,487","1,838","9,811","6,681","3,809",57,49,"796,522",473,21,"1,392",6.09,6.53,15.34,19.49,15.82,13.52,11.9,7.55,3.78,38.78,48.98,"5,011"
9228,南郷７丁目,"20,002","10,676","4,885",45.76,859,"7,804","1,938","7,248","6,318","3,747",59,65,"1,270,960",413,28,469,5.3,6.48,16.57,18.52,15.47,12.9,11.27,8.5,4.99,43.08,50.77,"3,157"
9229,南郷１３丁目,"13,462","10,028","4,770",47.57,904,"7,263","1,800","6,546","5,774","3,200",55,41,"713,539",309,17,767,6.21,6.44,16.39,18.64,14.77,12.74,12.13,8.74,3.93,24.39,56.1,"2,541"
9230,南郷１８丁目,"20,284","7,801","3,610",46.28,927,"5,509","1,335","6,841","4,032","1,923",48,39,"1,793,811",321,19,778,7.74,9.41,14.46,16.81,15.67,11.96,12.32,7.91,3.72,41.03,41.03,"3,709"
9231,大谷地,"26,702","6,811","3,085",45.29,745,"4,624","1,441","6,553","3,139","1,027",33,41,"900,048",221,18,709,6.56,9.98,10.22,11.86,16.59,16.41,12.88,10.66,4.83,53.66,29.27,"3,308"
9232,ひばりが丘,"9,518","9,767","4,395",45,"1,156","6,856","1,755","7,624","4,859","2,091",43,33,"663,503",217,10,688,7.44,9.53,13.26,16.57,15.39,13.27,11.78,8.5,4.26,42.42,54.55,"3,630"
9233,新さっぽろ,"39,844","5,637","2,497",44.3,502,"3,736","1,398","9,774","2,797","1,069",38,184,"4,390,561",508,46,278,5.46,8.23,10.4,12.76,14.8,14.85,15.89,12.29,5.32,71.2,24.46,"7,180"
9234,麻生,"42,232","11,740","5,173",44.06,797,"8,686","2,095","7,293","7,656","5,084",66,85,"1,294,425",505,45,16,4.69,5.99,19.56,17.12,14.68,12.57,12.13,8.39,4.86,61.18,34.12,"3,904"
9235,北３４条,"14,150","9,703","4,507",46.45,742,"7,069","1,792","7,231","6,116","3,883",63,60,"970,251",500,32,753,4.95,5.72,16.6,18.64,14.89,13.68,11.85,8.71,4.97,41.67,43.33,"3,598"
9236,北２４条,"27,936","10,282","4,935",48,521,"7,777","1,827","9,198","7,104","5,201",73,91,"950,865",746,71,382,3.43,6.34,24.73,17.14,11.69,11.92,11.85,7.78,5.12,43.96,42.86,"5,961"
9237,北１８条,"14,936","10,343","5,455",52.74,520,"8,304","1,319","12,018","7,599","6,000",79,69,"894,133",509,49,"3,862",3.24,9.5,37.78,13.46,9.34,9.14,7.67,5.7,4.17,44.93,46.38,"6,084"
9238,北１２条,"9,474","8,463","4,472",52.84,484,"6,932",889,"21,768","6,222","4,955",80,94,"2,306,898",714,64,"8,680",4.23,10.01,37.97,13.77,10.16,8.54,7.83,4.83,2.67,52.13,42.55,"11,574"
9239,さっぽろ,"169,266","1,864",831,44.58,92,"1,383",340,"79,580","1,203",782,65,511,"18,381,042","3,475",252,"1,315",3.86,9.04,21.82,15.54,12.73,11.46,11.9,8.93,4.74,78.08,20.74,"78,000"
9240,大通,"150,518","2,071",942,45.49,96,"1,608",365,"71,775","1,457","1,033",71,722,"19,945,928","4,618",450,485,3.67,3.38,21.31,20.88,14.45,11.99,11.41,7.54,5.36,79.22,19.53,"70,977"
9241,すすきの,"33,752","5,280","2,517",47.67,219,"4,274",787,"44,710","4,004","3,105",78,573,"10,280,578","5,098",611,852,3.24,2.9,26.92,23.14,12.51,10.7,9.88,6.65,4.07,76.27,21.99,"42,947"
9242,中島公園,"18,554","6,974","3,314",47.52,320,"5,391","1,260","12,264","5,006","3,620",72,55,"758,300","1,394",120,0,3.43,2.88,23.21,20.05,13.24,12.48,11.9,8.25,4.56,34.55,54.55,"10,818"
9243,幌平橋,"9,720","7,418","3,312",44.65,513,"5,184","1,700","6,125","4,659","2,853",61,42,"317,896",331,23,"1,652",4.61,5.61,14.86,16.27,14.2,13.09,14.89,10.72,5.76,47.62,47.62,"2,280"
9244,中の島,"11,608","10,019","4,429",44.21,793,"7,052","2,105","6,750","6,249","3,907",63,56,"644,800",401,23,"1,101",5.42,6.28,15.84,17.74,13.83,12.28,13.29,9.73,5.58,42.86,51.79,"2,568"
9245,平岸,"16,286","12,497","5,572",44.59,"1,120","9,057","2,243","8,024","7,452","4,405",59,86,"872,167",563,34,302,6.22,7.13,16.57,18.11,14.45,12.49,12.21,8.16,4.66,48.84,41.86,"4,123"
9246,南平岸,"15,692","10,325","4,634",44.88,"1,032","7,565","1,684","6,614","5,958","3,379",57,49,"643,771",395,31,559,6.87,7.17,16.31,18.54,14.66,13,11.85,7.69,3.92,48.98,44.9,"2,696"
9247,澄川,"20,332","9,502","4,270",44.94,785,"6,528","2,088","6,503","5,358","2,892",54,69,"760,637",511,40,468,5.44,8.02,16.03,14.54,13.34,13.05,13.55,10.99,5.04,44.93,52.17,"2,876"
9248,自衛隊前,"7,114","4,921","2,268",46.09,454,"3,229","1,201","4,778","2,486","1,132",46,24,"231,169",113,6,"1,097",6.24,8.35,12.83,13.36,13.06,13.48,14.43,12.26,6,45.83,54.17,"1,772"
9249,真駒内,"28,610","4,407","1,896",43.02,452,"2,624","1,301","3,819","2,109",769,36,18,"266,223",74,4,886,6.03,9.37,7.13,9.67,14.24,14.63,16.93,14.19,7.82,50,44.44,"1,068"
9250,栄町,"16,436","9,524","4,491",47.15,"1,206","6,779","1,494","7,139","4,658","2,028",44,35,"1,118,342",208,10,"1,778",8.41,8.97,13.79,18.41,15.91,11.97,11.79,6.85,3.91,51.43,25.71,"2,268"
9251,新道東,"15,534","8,889","4,135",46.52,"1,329","6,058","1,474","5,379","3,977","1,340",34,36,"618,630",248,17,34,10.44,8.84,11.37,18.74,15.49,11.77,12.01,7.51,3.85,44.44,47.22,"2,346"
