index,駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
8375,塩屋,"13,706","49,447","23,623",47.77,"6,334","30,620","12,408","33,370","20,893","6,254",29.93,282,"3,093,405","1,146",100,"3,995",8.18,9.28,10,13.5,13.13,12.39,15.88,11.29,6.35,46.1,46.45,"8,166"
8376,垂水,"66,274","79,220","37,343",47.14,"9,791","48,691","20,521","59,553","35,550","12,550",35.3,738,"6,116,748","2,665",292,"7,811",8.37,8.21,10.57,14.17,12.81,12.01,14.87,11.81,7.17,53.93,42.41,"17,908"
8377,舞子,"39,306","68,405","31,901",46.64,"9,297","42,012","16,891","51,657","29,081","8,766",30.14,627,"5,992,794","2,177",238,"8,060",9.11,8.9,9.47,14.3,13.46,12.39,14.27,11.18,6.92,55.18,40.99,"14,905"
8378,朝霧,"33,642","79,143","37,250",47.07,"10,076","48,780","19,850","56,470","33,696","9,865",29.28,478,"4,564,245","2,103",222,"7,694",8.25,9.19,9.33,13.22,13.77,12.65,15.72,11.74,6.13,48.54,43.93,"15,224"
8379,明石,"102,528","62,042","29,631",47.76,"7,430","38,709","15,223","63,463","27,161","9,146",33.67,899,"7,878,151","3,682",414,"6,299",7.82,8.54,10.13,13.94,13.61,12.36,16.23,11.14,6.22,51.28,41.94,"31,739"
8380,西明石,"61,444","87,689","43,857",50.01,"11,515","57,403","17,373","75,899","36,307","11,365",31.3,548,"5,025,892","2,786",297,"9,504",8.98,8.97,11.3,15.99,13.59,12.7,15.09,9.02,4.36,43.25,47.26,"31,238"
8381,大久保,"37,478","62,734","31,166",49.68,"9,950","40,648","11,235","48,985","23,209","5,287",22.78,329,"5,825,095","1,692",149,"6,053",10.79,10.17,9.88,16.5,15.04,11.73,13.97,8.01,3.91,42.55,41.03,"18,903"
8382,魚住,"22,172","63,673","31,053",48.77,"9,683","41,066","12,025","48,057","24,498","5,933",24.22,281,"2,932,541","1,465",130,"9,101",9.55,11.63,10.8,14.58,14.52,12.1,14.25,8.6,3.98,43.06,43.42,"14,804"
8383,土山,"28,166","63,907","30,867",48.3,"9,828","41,009","12,649","49,005","23,624","5,002",21.17,315,"4,203,243","1,530",137,"7,700",9.61,11.39,10.18,14.65,13.64,12.3,15.08,8.53,4.62,45.4,39.68,"17,263"
8384,東加古川,"27,574","66,725","32,900",49.31,"9,487","44,255","12,854","60,144","26,255","6,971",26.55,466,"5,789,877","2,411",239,"10,904",9.31,9.96,12.5,15.05,12.34,13.12,15.37,8.31,4.05,52.15,34.98,"24,682"
8385,加古川,"45,046","64,950","31,494",48.49,"10,243","42,413","12,201","59,250","24,841","5,710",22.99,632,"9,607,516","2,910",304,"10,198",10.11,10.77,10.35,15.64,14.34,12.42,13.78,8.56,4.04,54.27,34.02,"25,419"
8386,宝殿,"20,212","51,472","24,806",48.19,"7,380","32,907","11,114","37,752","19,239","3,847",20,355,"4,137,922","1,547",154,"5,705",8.82,10.84,10.04,13.84,13.35,12.72,16.23,9.51,4.64,41.41,42.54,"12,368"
8387,曽根,"8,184","32,358","15,496",47.89,"4,598","20,554","7,180","24,303","11,739","2,395",20.4,233,"1,701,447",994,91,"4,517",9.14,10.19,10.53,14.18,12.46,12.55,16.02,9.32,5.61,39.91,45.49,"7,019"
8388,御着,"5,432","21,662","10,492",48.44,"3,357","13,812","4,435","21,182","8,045","1,921",23.88,146,"2,548,843",778,36,"2,230",10.42,10.1,10.91,15.85,12.49,12.02,14.01,8.81,5.37,43.84,29.45,"10,777"
8389,姫路,"98,152","56,674","27,298",48.17,"6,861","36,566","12,939","114,491","25,962","10,763",41.46,"1,441","15,819,835","8,061",778,"10,852",7.94,8.75,11.53,14.9,13.8,12.45,14.14,10.09,6.41,63.15,30.6,"82,311"
8390,英賀保,"8,572","47,719","23,243",48.71,"7,667","30,661","9,184","37,031","18,605","5,114",27.49,385,"4,820,405","1,701",167,"6,291",10.38,10.96,10.55,15.88,14.36,11.28,13.57,8.66,4.34,49.09,34.29,"12,833"
8391,網干,"14,864","39,027","19,001",48.69,"6,642","24,631","7,665","30,043","14,044","2,834",20.18,253,"2,416,549","1,269",80,"4,851",11.07,10.93,10.41,15.49,13.3,11.81,13.76,8.78,4.47,48.22,35.97,"10,357"
8392,竜野,"4,182","11,026","5,296",48.03,"1,673","7,199","2,161","8,705","3,833",643,16.78,83,"552,698",445,20,"1,075",9.92,10.26,10.33,14.85,12.22,14.22,15.37,8.16,4.67,38.55,37.35,"3,519"
8393,相生,"8,952","18,915","9,177",48.52,"2,408","11,476","4,997","17,637","7,589","1,928",25.41,235,"1,997,779","1,043",81,"2,526",8.01,9.19,9.33,13.11,11.84,12.32,17.99,11.41,6.81,45.11,39.15,"7,323"
8394,有年,590,"2,193","1,013",46.19,172,996,617,"2,178",592,96,16.22,16,"174,726",65,3,157,4.93,8.73,7.17,9.46,11.7,13.61,18.7,16.29,9.41,37.5,50,653
8395,上郡,"5,898","7,291","3,499",47.99,"1,011","4,295","1,989","7,805","2,665",573,21.5,139,"949,080",498,40,"1,703",8.66,9.93,9.3,11.67,12.3,13.19,15.51,11.38,8.08,51.8,38.85,"3,047"
8396,和田岬,"9,728","55,970","27,481",49.1,"5,727","34,138","14,641","95,218","29,468","15,079",51.17,728,"6,920,261","5,341",515,"4,748",7.2,6.8,11.97,14.76,12.64,11.54,15.64,12.44,7.01,41.76,47.94,"67,060"
8397,加古川,"43,898","64,950","31,494",48.49,"10,243","42,413","12,201","59,250","24,841","5,710",22.99,632,"9,607,516","2,910",304,"10,198",10.11,10.77,10.35,15.64,14.34,12.42,13.78,8.56,4.04,54.27,34.02,"25,419"
8398,日岡,"1,150","35,656","17,663",49.54,"5,370","22,886","7,375","25,570","12,827","2,439",19.01,151,"1,666,528",825,79,"4,373",9.41,10.36,10.17,15.19,13.72,12.06,15.53,9.31,4.23,47.68,38.41,"6,726"
8399,神野,"2,200","17,076","8,379",49.07,"2,030","10,044","4,998","13,411","5,981","1,040",17.39,103,"439,933",489,38,"2,316",7.04,9.27,8.67,12.15,12.42,11.71,19.2,13.16,6.38,35.92,44.66,"3,473"
8400,厄神,"1,828","7,981","3,849",48.23,942,"4,756","2,283","7,025","2,615",355,13.58,62,"171,288",360,14,658,6.72,10.32,8.74,11.23,11.23,13.83,18.35,12.24,7.34,43.55,35.48,"2,980"
8401,市場,382,"5,579","2,686",48.14,824,"3,406","1,342","5,016","1,820",262,14.4,42,"169,795",281,21,689,9.65,9.65,8.93,14.03,11.37,13.78,16.29,9.67,6.62,40.48,30.95,"2,308"
8402,小野町,790,"10,987","5,301",48.25,"1,907","6,692","2,382","9,859","3,867",819,21.18,82,"300,214",479,28,"2,376",12.04,9.91,9.76,16.39,11.88,11.1,13.75,9.39,5.79,47.56,34.15,"3,734"
8403,粟生,"2,598","6,916","3,322",48.03,"1,065","4,184","1,661","5,274","2,264",414,18.29,55,"481,144",294,17,671,10.03,10.49,10.33,13.6,12.3,12.27,13.3,10.13,7.57,30.91,52.73,"2,128"
8404,河合西,350,"4,718","2,304",48.83,610,"2,945","1,153","4,366","1,390",211,15.18,33,"109,288",204,9,589,7.93,9.54,10.73,12.13,12.2,15.09,14.6,10.39,7.39,36.36,45.45,"1,846"
8405,青野ケ原,322,"4,983","2,415",48.46,547,"2,899","1,546","5,027","1,395",217,15.56,26,"43,724",183,7,0,6.93,8.46,10.1,11.72,9.92,13.7,14.49,11.78,12.9,50,38.46,"2,708"
8406,社町,818,"4,730","2,299",48.6,664,"2,815","1,288","6,741","1,409",236,16.75,34,"91,443",217,12,362,8.92,9.57,9.27,12.65,11.56,13.38,13.68,10.99,9.99,44.12,35.29,"4,388"
8407,滝野,522,"11,525","5,712",49.56,"1,877","7,376","2,275","9,799","4,309","1,399",32.47,98,"867,509",545,48,962,10.91,10.14,11.37,16.57,13.44,11.7,11.16,8.69,6.02,36.73,36.73,"4,586"
8408,滝,112,"10,075","4,970",49.33,"1,599","6,387","2,099","9,853","3,709","1,111",29.95,86,"742,635",501,42,717,10.43,9.88,10.46,16.26,13.03,12.02,12.63,9.65,5.64,36.05,37.21,"5,356"
8409,西脇市,"1,470","16,361","7,983",48.79,"2,490","9,688","4,123","19,597","6,290","1,733",27.55,283,"2,589,499","1,331",96,"2,858",10.13,9.26,9.04,14.24,12.92,11.73,14.66,11.51,6.51,57.24,29.33,"10,886"
8410,新西脇,22,"17,641","8,608",48.8,"2,482","10,438","4,692","21,714","6,958","2,067",29.71,319,"2,977,261","1,544",108,"3,608",8.89,9.56,9.19,13.64,12.92,11.99,14.39,12.28,7.15,56.43,31.03,"11,451"
8411,比延,26,"8,838","4,238",47.95,"1,188","5,106","2,545","9,156","3,198",780,24.39,142,"1,346,421",664,42,"1,078",8.07,10.01,8.54,11.96,12.16,13,14.99,12.56,8.71,54.23,34.51,"4,558"
8412,日本へそ公園,24,"6,208","2,929",47.18,825,"3,560","1,826","5,459","1,989",332,16.69,65,"341,578",361,21,697,7.78,10.39,7.7,10.93,11.98,13.62,15.68,12.48,9.44,47.69,35.38,"2,379"
8413,黒田庄,56,"3,804","1,832",48.16,464,"2,283","1,058","3,189","1,203",186,15.46,48,"261,452",267,15,271,6.81,10.78,7.73,10.8,12.61,14.17,17.21,11.85,8.04,52.08,37.5,"1,486"
8414,本黒田,60,"3,792","1,780",46.94,499,"2,231","1,069","3,382","1,158",174,15.03,34,"165,636",209,12,519,7.48,11.35,8.38,11.11,11.56,13.59,14.77,12.01,9.74,41.18,35.29,"1,441"
8415,船町口,26,"3,157","1,464",46.37,424,"1,763",967,"3,059",977,158,16.17,29,"156,764",179,10,534,7.93,10.34,7.26,11,11.51,12.62,15.28,13.22,10.84,48.28,41.38,"1,293"
8416,久下村,8,"3,913","1,847",47.2,482,"2,220","1,221","3,893","1,242",225,18.12,45,"182,620",246,7,510,6.94,10.1,7.09,9.94,11.73,14.28,16.14,14.33,9.46,40,42.22,"1,675"
8417,谷川,"1,364","3,505","1,634",46.62,447,"1,956","1,113","3,204","1,129",197,17.45,40,"174,186",216,5,429,6.94,10.81,7.14,9.81,11.38,14.19,15.56,14.36,9.81,40,35,"1,222"
8418,姫路,"92,844","56,674","27,298",48.17,"6,861","36,566","12,939","114,491","25,962","10,763",41.46,"1,441","15,819,835","8,061",778,"10,852",7.94,8.75,11.53,14.9,13.8,12.45,14.14,10.09,6.41,63.15,30.6,"82,311"
8419,京口,"1,974","52,350","24,561",46.92,"6,221","32,577","13,366","89,461","22,962","8,489",36.97,"1,289","13,932,532","6,399",638,"10,587",7.43,9.38,10.54,13.31,13.04,12.52,15.24,11.46,7.08,63.15,31.03,"57,432"
8420,野里,"3,646","40,326","19,307",47.88,"5,359","25,611","9,234","34,600","17,191","6,085",35.4,378,"3,206,609","1,831",162,"5,895",8.4,10.15,11.56,13.43,13.21,12.41,14.67,10.76,5.42,48.15,42.86,"12,769"
8421,砥堀,"1,312","17,984","8,632",48,"2,534","11,917","3,485","14,452","7,164","2,081",29.05,149,"1,822,840",677,65,"2,015",9.08,10.27,11.88,13.94,13.15,14.12,14.29,8.76,4.51,51.68,33.56,"5,984"
8422,仁豊野,"2,040","11,748","5,614",47.79,"1,859","7,411","2,447","9,807","4,015",706,17.58,64,"553,444",350,25,"1,419",10.66,9.93,10.34,15.45,11.3,12.73,14.96,8.91,5.73,43.75,34.38,"4,339"
8423,香呂,"3,212","16,031","7,626",47.57,"2,297","9,998","3,719","12,640","5,567","1,068",19.18,126,"997,534",564,30,"1,834",9.36,10.2,10.24,13.41,11.08,13.21,16.9,9.65,5.93,42.06,42.86,"4,499"
8424,溝口,"3,282","13,244","6,331",47.8,"1,836","8,060","3,344","13,316","4,423",721,16.3,110,"903,264",577,28,"2,485",8.76,10.08,9.46,12.72,10.81,13.47,18.16,10.51,6.03,44.55,40,"5,769"
8425,福崎,"3,382","11,928","5,605",46.99,"1,668","7,411","2,795","13,837","4,490","1,364",30.38,219,"2,791,702",814,55,"3,008",9.4,9.7,12.12,13.87,10.67,12.27,15.35,9.69,6.93,47.95,37.44,"6,400"
8426,甘地,"1,766","5,905","2,833",47.98,784,"3,725","1,456","7,103","1,853",281,15.16,55,"398,714",301,15,"2,342",7.78,12.27,12.12,10.9,11.13,13.48,14.25,10.73,7.34,47.27,41.82,"2,613"
8427,鶴居,450,"3,714","1,851",49.84,410,"2,289","1,017","3,016","1,247",235,18.85,19,"34,717",167,5,346,6.4,9.66,10.11,10.7,11.24,16.08,15.84,11.97,7.99,31.58,52.63,"1,144"
8428,新野,"1,148","4,105","1,894",46.14,556,"2,347","1,201","3,151","1,284",227,17.68,38,"212,316",215,11,162,8.04,10.6,8.16,10.7,11.87,13.72,14.11,10.94,11.87,47.37,36.84,"1,193"
8429,寺前,864,"3,050","1,391",45.61,431,"1,728",893,"2,882",989,177,17.9,35,"50,512",215,13,421,8.49,10.98,8.03,10.42,11.96,12.98,15.01,11.27,10.88,51.43,40,"1,185"
8430,長谷,32,631,290,45.96,64,339,228,479,209,38,18.18,11,"2,344",48,3,29,6.65,7.28,8.86,8.07,9.34,14.56,17.25,13.29,14.72,45.45,45.45,148
8431,生野,498,"2,620","1,273",48.59,329,"1,502",793,"3,890","1,021",300,29.38,54,"171,994",238,9,813,7.17,10.37,7.21,10.11,12.47,13.96,15.83,12.32,10.56,42.59,48.15,"1,950"
8432,新井,262,"2,924","1,339",45.79,367,"1,508","1,048","3,105",970,185,19.07,51,"279,481",241,10,433,7.59,9.92,5.99,9.1,10.43,12.97,15.22,13.34,15.43,54.9,23.53,"1,266"
8433,青倉,90,"2,007",985,49.08,255,"1,103",653,"1,711",700,139,19.86,10,232,114,1,178,7.66,9.05,5.92,10.9,11.89,13.83,15.87,13.43,11.44,20,70,561
8434,竹田,358,"3,044","1,422",46.71,410,"1,658",987,"2,894",976,200,20.49,40,"104,721",185,9,200,8.38,8.51,7.07,11.78,10.7,12.99,15.61,12.43,12.53,60,32.5,"1,367"
8435,和田山,"1,824","7,729","3,778",48.88,"1,204","4,828","1,684","9,263","3,011",857,28.46,161,"1,678,224",691,43,"1,235",10.16,9.55,9.07,15.12,12.67,14.05,13.09,9.37,6.91,54.04,31.06,"5,102"
8436,姫路,"92,844","56,674","27,298",48.17,"6,861","36,566","12,939","114,491","25,962","10,763",41.46,"1,441","15,819,835","8,061",778,"10,852",7.94,8.75,11.53,14.9,13.8,12.45,14.14,10.09,6.41,63.15,30.6,"82,311"
8437,播磨高岡,"2,468","52,693","25,264",47.95,"8,277","33,529","10,731","48,943","20,821","6,141",29.49,522,"6,731,914","2,311",238,"5,757",9.95,11.01,10.69,15.17,14.03,11.15,13.98,9.39,4.63,50.19,33.14,"23,054"
8438,余部,"4,082","32,863","15,619",47.53,"5,084","20,536","7,182","30,686","12,163","2,850",23.43,231,"2,172,876","1,168",125,"4,734",9.42,11.55,9.36,14,13.76,11.56,15.2,9.95,5.2,39.83,46.75,"13,313"
8439,太市,780,"2,255","1,092",48.43,246,"1,324",678,"2,286",750,119,15.87,18,"26,946",145,7,111,6.31,9.91,6.98,9.91,11.78,14.71,19.47,12.71,8.22,44.44,38.89,"1,127"
8440,本竜野,"3,524","19,509","9,475",48.57,"3,123","12,423","3,914","21,439","7,201","1,765",24.51,316,"3,053,821","1,278",87,"3,672",10.33,10.46,11.21,15.17,12.89,11.81,13.89,8.99,5.26,53.48,34.49,"10,510"
8441,東觜崎,910,"9,030","4,343",48.1,"1,230","5,652","2,147","8,829","3,025",511,16.89,89,"661,535",458,29,"1,259",7.76,11.44,9.68,12.57,12.31,13.5,16.42,9.87,6.45,46.07,41.57,"3,920"
8442,播磨新宮,"2,304","6,752","3,131",46.37,839,"4,021","1,822","7,828","2,163",384,17.75,104,"633,087",380,14,"1,194",7.78,9.58,10.01,12.03,10.8,13.83,15.73,10.67,9.58,50.96,39.42,"3,946"
8443,千本,62,"1,200",603,50.25,107,761,332,964,364,50,13.74,7,0,64,4,0,5.16,6.66,9.65,11.9,10.82,16.22,19.72,10.57,9.32,14.29,57.14,365
8444,西栗栖,192,"1,300",640,49.23,157,807,339,974,375,47,12.53,11,0,65,2,84,7.54,9.85,8.92,12.38,10.85,14.69,15.92,11.31,8.54,27.27,72.73,333
8445,三日月,214,"2,032",975,47.98,264,"1,134",636,"1,978",707,134,18.95,28,"73,784",162,4,252,8.01,9.64,6.88,10.57,12.14,12.93,16.47,14.36,9,50,39.29,823
8446,播磨徳久,208,"1,853",842,45.44,204,"1,007",641,"1,826",564,109,19.33,26,"47,271",141,3,197,6.36,9.22,6.25,9.76,9.22,14.5,17.84,13.15,13.69,42.31,42.31,726
8447,佐用,"1,223","3,461","1,596",46.11,501,"1,988",967,"5,182","1,212",296,24.42,91,"854,404",320,27,"1,020",9.17,9.89,8.5,11.97,11.63,13.62,13.27,10.82,11.13,56.04,32.97,"2,713"
8448,上月,82,"1,713",823,48.04,226,990,503,"1,594",577,117,20.28,32,"62,569",125,4,326,7.62,10.58,8.72,9.88,10,15.99,14.01,12.79,10.41,31.25,53.13,487
8449,相生,"9,262","18,915","9,177",48.52,"2,408","11,476","4,997","17,637","7,589","1,928",25.41,235,"1,997,779","1,043",81,"2,526",8.01,9.19,9.33,13.11,11.84,12.32,17.99,11.41,6.81,45.11,39.15,"7,323"
8450,西相生,"1,706","7,090","3,514",49.56,755,"4,110","2,200","10,082","2,979",906,30.41,113,"829,859",515,48,"1,450",6.62,8.05,9.06,11.99,9.78,12.75,20.35,13.39,8,48.67,42.48,"5,328"
8451,坂越,"1,314","6,188","3,012",48.67,748,"3,781","1,663","5,429","2,273",567,24.95,61,"1,081,437",192,8,466,7.37,9.61,10.34,10.95,12.31,14.17,15.67,12.1,7.49,49.18,37.7,"2,278"
8452,播州赤穂,"7,780","27,013","12,920",47.83,"3,860","16,453","6,732","24,845","10,513","2,910",27.68,374,"3,762,301","1,363",133,"3,354",8.93,10.28,10.4,13.13,12.27,12.37,14.28,11.1,7.25,50.53,37.17,"10,630"
8453,天和,452,"2,522","1,217",48.26,265,"1,422",810,"4,836",935,200,21.39,14,"18,437",120,4,"1,171",6.29,8.37,8.05,10.81,10.61,13.17,19.86,15.09,7.77,28.57,50,"2,453"
8454,備前福河,88,"1,337",637,47.64,122,756,459,"1,572",490,103,21.02,7,0,50,2,120,5.16,8.08,8.38,8.68,10.62,14.14,18.47,17.28,9.2,28.57,42.86,770
8455,梁瀬,286,"3,619","1,761",48.66,530,"2,091",993,"4,357","1,375",388,28.22,96,"921,127",313,20,505,8.94,9.96,9.44,12.26,12.59,12.06,13.61,11.84,9.3,54.17,34.38,"2,385"
8456,和田山,"1,418","7,729","3,778",48.88,"1,204","4,828","1,684","9,263","3,011",857,28.46,161,"1,678,224",691,43,"1,235",10.16,9.55,9.07,15.12,12.67,14.05,13.09,9.37,6.91,54.04,31.06,"5,102"
8457,養父,160,"2,365","1,134",47.95,313,"1,332",712,"2,386",822,149,18.13,37,"325,750",170,19,186,7.67,9.58,6.23,11.82,11.06,14.49,16.53,12.33,10.3,37.84,32.43,"1,201"
8458,八鹿,"1,128","4,089","1,948",47.64,440,"2,321","1,331","6,233","1,431",385,26.9,114,"847,811",430,23,809,6.35,8.87,8.43,10.19,11.09,13.73,16.3,14.25,10.78,44.74,39.47,"3,601"
8459,江原,"1,234","7,234","3,396",46.94,"1,092","4,290","1,849","7,839","2,546",594,23.33,147,"1,179,527",577,34,"1,076",10.39,10.55,7.76,13.4,12.32,12.83,13.39,11.04,8.33,53.74,34.01,"4,089"
8460,国府,164,"3,647","1,751",48.01,566,"2,117",974,"3,187","1,172",174,14.85,46,"412,699",215,10,212,10.5,9.24,7.33,13.04,11.26,13.26,15.66,11.56,8.15,30.43,34.78,"1,443"
8461,豊岡,"3,790","23,688","11,281",47.62,"3,396","14,146","6,127","30,952","9,288","2,692",28.98,566,"5,041,737","2,430",195,"5,396",9.19,9.73,7.98,13.58,13,12.84,14.55,11.45,7.68,56.18,33.75,"16,595"
8462,玄武洞,98,"1,004",508,50.6,134,556,314,582,302,39,12.91,8,"23,113",33,0,0,9.05,8.96,7.36,11.14,9.55,14.93,15.42,13.63,9.95,50,37.5,148
8463,城崎温泉,"2,140","3,047","1,371",45,313,"1,640","1,097","4,664","1,228",427,34.77,108,"331,900",494,49,306,6.26,7.67,7.77,8.56,10.59,13.32,18.07,15.81,11.94,57.41,36.11,"3,326"
8464,竹野,536,"2,868","1,317",45.92,352,"1,571",945,"3,063",927,173,18.66,41,"101,022",313,18,328,6.66,10.14,6.79,9.83,11.43,13,15.99,13.41,12.75,29.27,56.1,"1,386"
8465,佐津,286,956,448,46.86,129,504,322,"1,004",310,54,17.42,15,"28,942",98,4,138,7.96,10.58,5.34,9.63,12.04,12.98,16.44,14.14,10.89,53.33,40,445
8466,柴山,252,"1,740",823,47.3,213,"1,008",526,"1,580",546,93,17.03,37,"129,995",143,4,137,6.86,10.52,6.75,10.35,11.38,15.04,16.75,13.32,9.03,21.62,64.86,696
8467,香住,820,"6,871","3,310",48.17,978,"3,967","1,927","8,208","2,224",437,19.65,163,"876,629",704,35,"1,315",8.48,10.99,7.29,10.8,12.11,14.58,14.89,12.88,7.98,47.85,39.88,"4,227"
8468,鎧,24,675,321,47.56,78,386,210,499,200,24,12,5,0,42,4,37,7.11,9.19,6.37,9.19,12.44,17.04,13.04,12.89,12.74,20,60,151
8469,餘部,118,703,330,46.94,88,401,219,515,206,26,12.62,5,0,43,6,38,7.76,9.17,6.91,9.31,12.41,16.5,12.69,13.12,12.13,20,60,149
8470,久谷,20,409,201,49.14,47,231,134,364,128,21,16.41,2,0,12,0,62,6.75,8.92,6.27,11.33,8.19,14.94,18.8,12.29,12.53,0,0,93
8471,浜坂,580,"5,633","2,707",48.06,783,"3,247","1,603","6,846","2,011",461,22.92,118,"553,300",449,31,"1,106",9.19,9.55,6.89,10.93,10.9,15.64,15.57,12.05,9.28,48.31,39.83,"3,273"
8472,諸寄,140,"4,469","2,146",48.02,603,"2,507","1,355","5,403","1,636",409,25,82,"203,482",335,23,"1,175",8.64,8.86,6.87,10.54,10.83,15.33,15.78,13.23,9.91,45.12,46.34,"2,173"
8473,居組,18,722,344,47.65,59,379,287,543,270,68,25.19,10,"4,813",41,0,0,5.26,7.33,5.95,7.05,8.44,17.01,16.87,19.64,12.45,40,60,116
8474,尼崎,"86,142","116,998","57,056",48.77,"13,669","73,821","28,545","127,989","53,052","20,593",38.82,"1,125","12,942,724","5,968",553,"12,875",7.66,8.51,10.5,14.61,13.27,12.24,16.05,11.34,5.83,43.91,47.47,"70,061"
8475,川西能勢口,"63,065","88,509","41,840",47.27,"11,382","55,152","21,787","77,948","38,175","12,492",32.72,876,"8,983,680","3,488",325,"9,789",8.54,8.52,10.66,14.79,14.06,11.08,14.81,11.27,6.28,57.08,36.42,"32,863"
8476,雲雀丘花屋敷,"12,232","79,399","37,368",47.06,"11,082","49,560","18,665","66,231","32,944","9,619",29.2,674,"7,890,622","2,580",227,"11,346",9.33,8.93,10.08,15.61,14.31,10.66,14.56,10.69,5.83,56.23,36.8,"23,325"
8477,山本,"18,581","83,721","39,900",47.66,"14,220","53,817","15,602","56,922","32,354","7,675",23.72,346,"4,481,192","1,386",104,"11,928",11.19,10.83,9.37,16.85,15.68,10.56,12.88,8.41,4.24,46.24,43.93,"14,176"
8478,中山観音,"12,942","72,110","33,861",46.96,"11,400","45,354","15,251","50,935","28,485","7,052",24.76,443,"6,420,880","1,612",148,"7,826",10.23,10.32,8.88,15.45,15.44,11.14,13.89,9.56,5.08,46.5,42.44,"16,032"
8479,売布神社,"9,234","76,577","35,532",46.4,"11,160","48,581","16,666","57,283","31,298","8,692",27.77,551,"8,178,874","2,126",216,"6,461",9.43,9.93,9.24,14.91,15.27,11.79,14.19,9.77,5.47,49.55,39.56,"22,159"
8480,清荒神,"8,035","93,153","42,585",45.72,"12,985","59,478","20,460","69,759","38,776","11,166",28.8,760,"9,884,852","3,014",301,"7,519",9.05,9.69,9.18,14.44,15.21,12.45,14.53,9.76,5.7,53.95,39.21,"28,017"
8481,宝塚,"50,301","78,480","35,575",45.33,"11,276","49,454","17,539","57,423","31,976","8,593",26.87,617,"6,128,431","2,365",230,"8,175",9.35,9.87,8.71,14.16,15.35,12.3,14.31,9.94,6,56.89,37.76,"20,290"
8482,園田,"34,077","107,167","52,719",49.19,"13,770","68,357","24,123","97,821","47,475","17,457",36.77,711,"8,196,676","4,514",383,"12,303",8.45,8.83,10.96,15.71,13.57,11.58,15.65,10.42,4.82,44.16,45.99,"45,664"
8483,塚口,"52,750","155,991","75,287",48.26,"19,994","101,852","32,990","131,549","70,075","26,739",38.16,"1,050","12,832,700","5,150",551,"19,180",8.65,8.73,11.3,16.58,14.06,11.5,14.66,9.65,4.86,50.76,40.76,"56,692"
8484,武庫之荘,"53,797","170,931","82,259",48.12,"21,582","110,798","36,757","123,448","77,685","30,446",39.19,"1,206","11,314,335","5,516",614,"17,255",8.54,8.59,11.01,16.27,14.3,11.77,14.63,9.85,5.05,50.33,42.79,"42,904"
8485,西宮北口,"99,642","162,744","77,412",47.57,"24,068","108,178","28,550","130,219","72,744","27,168",37.35,"1,140","16,467,865","5,595",602,"19,063",10.26,9.26,12.32,17.74,15.03,10.74,12.33,7.91,4.41,50.53,40,"56,171"
8486,夙川,"29,891","149,451","69,277",46.35,"22,264","96,448","29,082","116,311","64,153","20,384",31.77,"1,255","14,474,184","5,481",589,"14,824",10.26,9.03,10.11,16.62,15.59,11.49,12.89,8.74,5.26,54.74,38.41,"47,938"
8487,芦屋川,"17,734","119,411","55,062",46.11,"16,587","77,455","24,816","86,745","51,941","16,690",32.13,856,"8,697,671","3,693",393,"14,418",9.42,8.77,10.16,15.52,15.47,12.23,13.46,9.32,5.65,52.69,41.82,"28,173"
8488,岡本,"32,098","130,578","60,939",46.67,"18,202","85,881","25,817","107,991","59,054","22,228",37.64,899,"11,706,712","4,055",417,"28,168",9.27,9.53,11.37,15.62,15.15,11.86,13.15,8.87,5.18,50.72,42.71,"33,330"
8489,御影,"18,253","141,372","66,412",46.98,"18,594","92,141","29,467","130,783","66,372","27,480",41.4,"1,069","11,397,128","5,164",554,"38,186",8.73,9.34,12,15.16,14.87,11.77,12.86,9.4,5.88,50.14,43.31,"43,247"
8490,六甲,"34,206","139,258","65,946",47.36,"17,247","90,034","30,499","122,646","67,373","29,800",44.23,"1,356","10,862,733","6,044",663,"31,288",8.31,8.89,12.75,15.5,13.8,11.49,13.06,9.89,6.31,47.94,45.72,"43,757"
8491,王子公園,"20,827","130,472","61,448",47.1,"14,578","82,547","31,023","116,627","66,862","33,066",49.45,"1,511","12,275,600","6,904",806,"18,109",7.73,7.84,12.69,15.71,13.17,11.19,13.99,10.95,6.73,46.66,47.05,"52,434"
8492,春日野道,"11,050","110,290","51,985",47.13,"10,672","70,763","25,469","196,330","62,263","35,762",57.44,"2,734","38,566,769","15,249","1,972","16,598",6.9,6.78,13.64,16.65,13.22,11.39,14.17,10.97,6.28,66.42,30.76,"142,875"
8493,三宮,"119,972","92,583","43,542",47.03,"7,617","60,210","20,940","240,102","56,483","35,883",63.53,"3,738","53,652,168","20,184","2,534","11,623",5.97,6.09,14.76,16.98,13.24,11.65,14.26,10.96,6.09,71.99,26.03,"199,176"
