index,駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
9072,晩生内,20,318,160,50.31,15,162,150,327,136,46,33.82,1,0,13,1,0,1.85,5.54,7.38,6.46,6.46,15.69,21.23,18.46,16.92,0,100,51
9073,札的,2,664,317,47.74,62,374,241,920,305,104,34.1,8,"14,053",57,3,170,5.61,7.39,5.61,9.31,10.34,15.21,18.91,16.54,11.08,25,62.5,349
9074,浦臼,22,"1,256",610,48.57,155,705,400,"1,357",548,156,28.47,16,"117,061",79,4,170,7.7,8.41,6.27,11.67,10.79,15.08,15.24,15.32,9.52,31.25,56.25,542
9075,鶴沼,116,490,221,45.1,46,241,211,524,171,36,21.05,6,0,22,1,0,6.22,5.62,5.82,10.64,7.63,15.66,15.06,16.27,17.07,0,83.33,168
9076,於札内,4,388,187,48.2,45,213,152,340,147,37,25.17,1,0,9,0,0,6.33,6.81,8.27,9.25,10.71,15.09,14.11,19.22,10.22,0,0,89
9077,南下徳富,39,464,199,42.89,27,207,254,616,144,33,22.92,2,"12,052",22,3,25,2.87,5.12,8.81,3.69,7.17,12.5,14.55,22.95,22.34,100,50,231
9078,下徳富,110,666,284,42.64,51,299,328,822,207,40,19.32,3,"14,656",27,3,31,5.01,4.87,5.9,6.49,6.19,14.01,16.22,20.65,20.65,66.67,33.33,279
9079,
9080,新十津川,6,"5,157","2,376",46.07,741,"2,922","1,511","4,674","2,008",454,22.61,25,"341,026",169,8,618,8.87,9.98,6.01,11.45,13.52,12.92,14.91,13.24,9.11,44,36,"1,811"
9081,沼ノ端,879,"22,318","11,489",51.48,"5,000","15,071","2,233","13,205","8,865","2,491",28.1,74,"1,080,829",529,17,"2,314",15.92,10.92,11.11,23.21,14.63,9.2,8.64,4.47,1.89,25.68,48.65,"5,102"
9082,植苗,60,846,355,41.96,35,453,356,"1,370",148,32,21.62,1,0,31,1,118,2.37,5.34,5.1,8.54,12.22,14.47,14.59,14.59,22.78,0,100,622
9083,美々,4,21,8,38.1,0,14,8,"1,325",8,5,62.5,3,0,15,0,862,0,0,9.09,4.55,0,22.73,36.36,4.55,22.73,33.33,33.33,450
9084,南千歳,"2,810","1,777",982,55.26,263,"1,203",307,"5,456",712,227,31.88,132,"1,085,580",201,22,19,10.89,7.96,17.27,18.23,12.08,9.59,12.13,8.47,3.39,82.58,13.64,"4,696"
9085,千歳,"17,062","46,973","23,303",49.61,"6,453","31,196","9,203","41,988","21,728","8,786",40.44,384,"6,335,861","1,942",182,"5,572",9.28,9.36,13.37,16.03,13.28,12.2,12.24,9.25,5,45.83,37.5,"19,328"
9086,長都,"2,296","20,062","10,007",49.88,"3,754","13,144","3,161","16,275","7,753","1,820",23.47,71,"1,429,155",394,24,"2,217",13.08,10.7,9.83,18.52,14.28,11.45,11.22,7.59,3.33,40.85,29.58,"7,371"
9087,サッポロビール庭園,338,"9,490","4,708",49.61,"1,759","6,239","1,558","10,704","3,740","1,007",26.93,50,"509,769",314,18,792,13.61,9.83,10.23,20.22,13.12,10.46,11.54,6.99,3.99,40,30,"6,999"
9088,恵庭,"14,066","40,871","20,044",49.04,"6,510","26,758","7,474","30,619","17,299","5,690",32.89,236,"3,353,065","1,140",82,"5,245",10.65,11.31,11.8,16.18,13.38,11.63,12.22,8.6,4.23,39.41,41.1,"10,999"
9089,恵み野,"7,198","33,799","16,355",48.39,"4,060","22,323","7,414","30,429","13,575","3,584",26.4,169,"2,420,664",800,52,"6,621",7.43,10.92,12.17,11.92,11.89,14.75,15.33,9.92,5.67,31.95,47.34,"10,806"
9090,島松,"3,922","13,785","6,607",47.93,"1,602","8,740","3,500","12,561","4,953",980,19.79,55,"341,250",287,13,"2,730",6.68,11.13,10.91,10.06,12.96,14.45,14.79,11.5,7.51,40,41.82,"4,153"
9091,北広島,"15,274","25,313","12,015",47.47,"2,982","16,189","6,131","20,159","10,504","2,655",25.28,120,"1,610,263",583,33,"4,308",7.52,9.75,9.88,12.46,11.81,14.66,17.33,10.86,5.72,39.17,47.5,"5,661"
9092,上野幌,"5,590","46,734","21,702",46.44,"5,794","30,317","10,622","32,776","17,860","3,370",18.87,129,"1,910,881",595,31,"6,665",7.36,10.64,9.39,11.33,13.17,15.88,16.74,9.97,5.53,40.31,45.74,"7,077"
9093,新札幌,"28,236","89,395","41,044",45.91,"10,543","59,383","19,467","75,436","39,040","11,945",30.6,492,"11,643,134","2,267",149,"8,208",7.25,9.59,10.83,13.65,13.97,14.33,15.17,9.86,5.33,53.66,34.55,"32,759"
9094,平和,"5,544","78,174","37,420",47.87,"9,533","53,134","15,301","65,014","35,640","13,160",36.92,328,"6,815,221","2,620",128,"7,429",8.09,8.74,12.02,16.17,13.87,13.47,13.97,8.82,4.85,33.23,39.33,"30,223"
9095,白石,"15,015","113,928","54,307",47.67,"13,349","77,709","22,429","86,606","54,799","23,022",42.01,509,"9,108,201","4,161",200,"8,008",7.75,8.32,12.4,16.79,14.38,13.03,13.2,9.09,5.03,36.74,42.63,"38,645"
9096,新千歳空港,"28,170",0,0,0,0,0,0,"5,685",0,0,0,62,"2,387,778",208,41,971,0,0,0,0,0,0,0,0,0,29.03,67.74,"4,714"
9097,長万部,589,"4,757","2,310",48.56,469,"2,782","1,530","4,846","2,114",719,34.01,70,"496,975",310,15,844,6.09,12.41,7.47,9.73,10.06,14.54,14.1,16.43,9.17,41.43,47.14,"1,720"
9098,
9099,静狩,4,353,160,45.33,26,199,133,373,173,75,43.35,8,"15,158",21,0,10,5.59,4.47,8.94,8.94,10.34,14.8,20.11,15.64,11.17,37.5,50,96
9100,小幌,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,礼文,4,347,162,46.69,20,192,140,343,164,58,35.37,8,"63,416",19,0,12,2.84,7.39,9.94,6.53,7.1,18.47,14.49,21.02,12.22,50,37.5,70
9102,大岸,20,571,247,43.26,34,271,270,599,241,103,42.74,8,"6,647",33,2,29,4.35,5.39,9.22,6.26,8.87,10.96,18.09,14.96,21.91,37.5,50,182
9103,豊浦,176,"2,836","1,339",47.21,338,"1,633",866,"2,883","1,279",499,39.01,50,"162,123",200,6,276,6.91,9.13,8.71,11.84,11.77,12.97,14.38,13.75,10.54,30,54,"1,265"
9104,洞爺,488,"6,202","2,808",45.28,632,"3,336","2,285","6,364","2,674",831,31.08,68,"484,183",300,12,683,6.4,7.18,6.29,10.44,9.95,13.9,17.72,16.86,11.26,44.12,42.65,"2,449"
9105,有珠,60,"1,869",829,44.36,171,932,767,"1,823",760,245,32.24,19,"46,756",76,3,143,5.39,7.1,6.19,9.5,8.76,13.03,17.57,17.25,15.22,21.05,63.16,553
9106,長和,52,"2,912","1,363",46.81,315,"1,619",971,"2,550","1,292",395,30.57,19,"118,221",118,4,133,7.47,7.23,5.92,12.18,10.12,14.87,17.27,15.76,9.19,31.58,10.53,948
9107,伊達紋別,"1,146","17,736","8,135",45.87,"2,224","10,639","4,870","18,805","8,140","2,821",34.66,221,"3,082,623","1,010",78,"3,525",8.1,8.75,7.5,13.6,12.23,13.55,16.1,13.17,7.01,43.44,42.08,"7,880"
9108,北舟岡,192,"9,440","4,366",46.25,"1,386","5,646","2,422","6,133","3,871","1,028",26.56,54,"720,950",235,18,498,9.47,9.66,7.29,13.31,13.29,13.2,15.07,11.41,7.31,29.63,35.19,"1,787"
9109,稀府,382,"1,885",891,47.27,155,995,742,"2,049",813,200,24.6,11,"13,863",70,4,563,4.49,7.93,5.66,8.94,8.36,14.28,22,16.87,11.48,36.36,36.36,428
9110,黄金,14,"1,397",675,48.32,132,732,531,"1,497",589,141,23.94,8,"3,159",67,3,42,5.73,7.38,5.8,9.03,9.81,13.97,20.63,18.84,8.81,62.5,37.5,765
9111,崎守,46,"8,747","4,135",47.27,942,"4,743","3,064","7,375","3,819","1,147",30.03,43,"225,985",202,5,726,6.66,7.58,5.95,11.26,9.86,12.62,22.44,15.82,7.82,48.84,44.19,"2,131"
9112,本輪西,44,"7,206","3,384",46.96,757,"3,954","2,491","6,748","3,113",776,24.93,56,"330,648",295,10,722,5.79,9.02,6.25,9.68,11.24,13.69,19.75,15.85,8.73,35.71,50,"2,349"
9113,東室蘭,"3,586","33,021","15,872",48.07,"3,913","20,327","8,757","42,806","16,097","6,640",41.25,489,"6,880,573","2,631",167,"4,382",8.07,7.65,9.9,13.8,12.08,13.12,16.09,12.54,6.75,43.97,39.06,"23,477"
9114,鷲別,826,"38,160","18,818",49.31,"4,624","23,299","10,191","37,367","17,993","6,871",38.19,305,"3,803,957","1,788",109,"5,709",8.23,8.22,10.25,13.48,11.42,12.75,16.36,12.47,6.82,38.03,42.62,"14,780"
9115,幌別,"1,486","19,918","9,517",47.78,"2,539","11,985","5,394","15,938","8,193","2,096",25.58,131,"1,072,783",692,43,"1,637",7.8,10.93,8.12,12.36,11.48,13.19,16.81,12.25,7.05,47.33,41.98,"5,435"
9116,富浦,8,"2,790","1,301",46.63,267,"1,570",960,"2,532","1,269",402,31.68,16,"31,834",92,6,376,5.33,7.86,6.18,9.69,10.69,14.69,20.12,16.44,9.01,37.5,37.5,737
9117,登別,620,"4,820","2,224",46.14,410,"2,571","1,829","4,714","2,045",731,35.75,43,"253,052",202,18,413,4.74,7.34,5.82,8.92,10.71,13.99,19.15,16.55,12.79,44.19,39.53,"1,718"
9118,虎杖浜,108,"1,967",941,47.84,160,"1,014",795,"2,276",786,245,31.17,24,"110,245",104,6,167,3.86,7.71,5.07,6.49,10.15,14.66,21.87,17.2,12.99,16.67,70.83,928
9119,竹浦,86,"1,580",727,46.01,139,787,646,"1,526",699,195,27.9,15,"92,349",70,3,129,4.84,7.32,5.28,6.68,10.38,13.49,21.01,19.67,11.33,20,53.33,475
9120,北吉原,42,"2,725","1,315",48.26,265,"1,456","1,007","3,101","1,200",353,29.42,31,"177,987",163,11,77,6.49,6.3,5.9,9.97,8.79,14.07,22.35,16.16,9.97,41.94,38.71,"1,522"
9121,萩野,184,"4,097","1,938",47.3,356,"2,282","1,461","3,464","1,792",432,24.11,34,"173,035",153,10,342,5.56,6.2,5.68,9.41,8.49,15.41,25.56,14.88,8.8,41.18,35.29,"1,003"
9122,白老,"1,262","8,527","4,069",47.72,"1,041","5,092","2,341","8,389","3,695","1,136",30.74,87,"734,123",386,19,"1,674",7.45,9.97,7.4,11.43,11.91,14.56,18.25,12.08,6.95,52.87,33.33,"2,944"
9123,社台,14,859,414,48.2,66,427,309,876,298,75,25.17,5,"12,021",41,0,60,4.99,7.48,5.11,8.73,12.09,13.72,18.08,16.08,13.72,0,80,282
9124,錦岡,580,"12,738","6,225",48.87,"1,678","8,321","2,738","9,854","5,145","1,359",26.41,77,"861,845",416,21,"2,690",7.6,11.9,8.59,12.6,13.68,14.5,16.42,9.39,5.32,40.26,41.56,"2,525"
9125,糸井,494,"36,936","17,696",47.91,"4,383","23,591","8,955","28,714","16,369","5,056",30.89,236,"3,890,550","1,359",77,"3,849",7.56,8.62,9.4,12.85,11.21,16.46,16.87,10.92,6.11,39.83,42.8,"9,864"
9126,青葉,572,"37,098","17,189",46.33,"4,230","22,722","10,136","32,532","17,205","6,113",35.53,267,"3,266,975","1,477",72,"4,012",7.27,8.27,9.43,12.53,11.02,14.99,16.25,12.25,7.99,43.45,41.57,"12,144"
9127,苫小牧,"7,106","35,704","17,205",48.19,"4,124","23,076","8,494","46,711","18,248","8,400",46.03,522,"4,893,966","3,120",188,"3,871",7.91,7.5,11.26,14.68,12.7,14.01,14.35,10.67,6.9,53.26,38.12,"28,306"
9128,沼ノ端,"1,046","22,318","11,489",51.48,"5,000","15,071","2,233","13,205","8,865","2,491",28.1,74,"1,080,829",529,17,"2,314",15.92,10.92,11.11,23.21,14.63,9.2,8.64,4.47,1.89,25.68,48.65,"5,102"
9129,遠浅,68,749,377,50.33,105,450,186,"1,100",326,106,32.52,6,"44,486",36,2,47,9.2,8.53,8.12,14.75,9.74,15.02,17.73,10.69,6.22,33.33,50,703
9130,早来,276,"2,814","1,370",48.69,403,"1,645",755,"2,597","1,205",348,28.88,34,"191,203",133,4,345,8.77,10.24,6.42,12.62,13.2,13.59,15.94,12.27,6.95,35.29,44.12,"1,076"
9131,安平,18,540,274,50.74,41,290,220,678,229,65,28.38,5,"5,477",30,1,21,4.36,6.9,7.8,7.26,11.07,13.79,17.42,19.78,11.62,60,40,335
9132,追分,540,"3,233","1,499",46.37,353,"1,775","1,116","3,073","1,478",507,34.3,39,"189,643",146,8,475,6.29,8.7,6.51,9.5,11.35,13.11,18.54,14.25,11.75,30.77,48.72,872
9133,三川,78,"1,205",570,47.3,147,649,390,"1,506",489,138,28.22,16,"69,255",91,5,185,6.32,9.61,6.24,9.78,12.06,14.67,16.53,16.19,8.6,31.25,50,626
9134,古山,28,406,194,47.78,37,215,160,424,133,28,21.05,0,0,16,0,0,5.81,10.17,6.05,7.99,13.8,12.59,14.53,17.92,11.14,0,0,141
9135,由仁,124,"2,922","1,353",46.3,311,"1,604","1,010","3,430","1,221",334,27.35,45,"381,347",209,13,421,6.87,7.56,6.36,10.43,11.11,14.33,16.48,15.29,11.56,42.22,33.33,"1,602"
9136,栗山,342,"9,023","4,166",46.17,"1,108","5,231","2,672","9,366","3,840","1,162",30.26,137,"1,525,672",540,28,944,7.57,9.39,7.22,12.02,11.75,13.4,16.57,13.16,8.91,51.09,40.15,"4,471"
9137,栗丘,6,363,171,47.11,29,194,157,322,138,29,21.01,3,0,13,2,0,5.29,4.5,6.61,9.52,8.99,11.9,20.11,19.84,13.23,33.33,66.67,68
9138,栗沢,86,"3,775","1,751",46.38,398,"2,108","1,256","3,943","1,395",346,24.8,41,"363,826",184,5,374,6.43,8.27,6.22,10.29,12.63,14.38,15.02,14.75,12.01,46.34,36.59,"1,599"
9139,志文,14,"5,387","2,514",46.67,631,"3,199","1,550","4,711","1,911",449,23.5,23,"132,527",145,5,402,7.19,9.22,7.59,12.21,11.88,13.83,15.62,11.71,10.75,30.43,47.83,"1,814"
9140,岩見沢,"11,397","31,730","14,607",46.04,"3,620","19,490","8,599","34,925","14,091","4,934",35.02,412,"4,546,654","1,970",154,"4,500",7.32,8.75,9.87,12.84,11.85,13.67,15.65,12.31,7.75,47.57,41.26,"17,511"
9141,輪西,52,"12,336","5,872",47.6,"1,242","7,238","3,842","20,780","6,257","2,600",41.55,156,"2,125,880",935,42,624,7.06,6.61,10.48,11.7,10.39,12.88,17.81,15.06,8,42.31,42.31,"14,061"
9142,御崎,28,"10,298","4,850",47.1,"1,043","5,904","3,341","18,887","4,952","1,913",38.63,136,"712,152",829,41,998,7.12,6.45,11.57,10.79,9.62,12.12,18.28,14.46,9.57,46.32,44.85,"13,063"
9143,母恋,250,"14,397","6,602",45.86,"1,379","8,051","4,958","20,714","7,121","2,967",41.67,214,"1,269,887","1,153",85,"1,115",6.48,6.51,10.44,10.19,9.1,12.63,19.01,15.56,10.09,50.47,42.99,"12,541"
9144,室蘭,"1,160","12,656","5,717",45.17,"1,077","6,874","4,700","20,469","6,430","2,790",43.39,225,"1,506,861","1,172",86,"1,302",5.62,5.66,8.16,9.98,9.48,13.58,19.55,17.23,10.74,47.56,43.56,"12,678"
9145,南千歳,"4,832","1,777",982,55.26,263,"1,203",307,"5,456",712,227,31.88,132,"1,085,580",201,22,19,10.89,7.96,17.27,18.23,12.08,9.59,12.13,8.47,3.39,82.58,13.64,"4,696"
9146,追分,"3,698","3,233","1,499",46.37,353,"1,775","1,116","3,073","1,478",507,34.3,39,"189,643",146,8,475,6.29,8.7,6.51,9.5,11.35,13.11,18.54,14.25,11.75,30.77,48.72,872
9147,東追分,3,171,99,57.89,24,97,60,235,61,14,22.95,1,0,6,1,27,6.59,12.09,9.34,11.54,10.44,11.54,11.54,19.23,7.69,0,100,93
9148,川端,8,404,228,56.44,46,222,126,406,187,62,33.16,6,0,22,1,11,9.14,6.35,7.87,13.71,8.38,13.71,15.99,14.47,10.41,16.67,50,86
9149,滝ノ上,6,131,62,47.33,15,69,48,112,47,14,29.79,5,"41,776",9,2,10,5.97,8.21,7.46,9.7,11.94,12.69,12.69,20.9,10.45,40,40,24
9150,十三里,6,73,39,53.42,9,48,29,83,23,6,26.09,1,0,4,0,0,7.95,6.82,5.68,11.36,10.23,12.5,20.45,13.64,11.36,0,100,25
9151,新夕張,136,"1,272",640,50.31,107,643,514,"1,283",556,188,33.81,19,"152,831",69,5,57,4.58,6.55,3.63,9,11.05,15.07,18.86,19.97,11.29,26.32,57.89,506
9152,
9153,占冠,16,956,537,56.17,84,662,229,715,536,285,53.17,5,"21,455",51,3,66,5.74,6.46,7.18,14.15,14.67,18.15,15.49,11.18,6.97,0,60,271
9154,トマム,40,83,50,60.24,0,76,4,331,74,70,94.59,0,0,6,0,0,0,7.5,30,22.5,16.25,16.25,2.5,1.25,3.75,0,0,321
9155,新得,474,"4,215","2,103",49.89,449,"2,437","1,344","4,197","1,982",773,39,43,"514,087",246,14,468,7,6.76,7.85,11.78,11.4,14.9,15.87,14.85,9.6,51.16,30.23,"1,781"
9156,沼ノ沢,22,"1,385",640,46.21,99,714,571,"1,522",646,219,33.9,21,"217,147",64,1,114,4.12,5.71,6.29,7.66,9.39,14.23,19.73,20.3,12.57,33.33,47.62,444
9157,南清水沢,80,"3,913","1,782",45.54,239,"1,879","1,806","4,482","1,993",815,40.89,54,"216,671",228,11,457,3.26,5.96,4.46,6.98,9.63,14.39,18.98,22.93,13.4,48.15,44.44,"1,364"
9158,清水沢,30,"3,383","1,537",45.43,208,"1,589","1,584","3,686","1,726",697,40.38,54,"202,248",211,9,364,3.28,5.83,3.85,7.01,9.64,14.32,18.76,23.4,13.91,46.3,42.59,"1,088"
9159,鹿ノ谷,10,"2,419","1,134",46.88,161,"1,232","1,034","2,891","1,309",567,43.32,58,"214,577",197,10,193,4.12,5.11,4.99,8.9,9.32,15.62,18.38,19.74,13.81,44.83,43.1,"1,257"
9160,夕張,38,"1,893",874,46.17,109,890,904,"2,488","1,021",439,43,59,"174,208",213,17,40,3.57,3.47,4.94,7.78,8.62,14.5,19.86,21.44,15.82,49.15,37.29,"1,289"
9161,苫小牧,"7,676","35,704","17,205",48.19,"4,124","23,076","8,494","46,711","18,248","8,400",46.03,522,"4,893,966","3,120",188,"3,871",7.91,7.5,11.26,14.68,12.7,14.01,14.35,10.67,6.9,53.26,38.12,"28,306"
9162,勇払,32,"2,324","1,166",50.17,346,"1,400",581,"2,607","1,009",319,31.62,13,"27,054",120,6,68,10.49,8.29,8.77,13.92,9.54,12.94,18.69,11.77,5.59,30.77,46.15,"1,484"
9163,浜厚真,44,74,44,59.46,13,49,15,123,36,17,47.22,1,0,7,0,0,13.16,7.89,9.21,13.16,10.53,15.79,17.11,11.84,1.32,0,100,130
9164,浜田浦,4,162,88,54.32,15,86,57,326,67,21,31.34,0,0,16,0,0,3.85,8.97,5.77,7.05,8.97,17.95,18.59,19.23,9.62,0,0,240
9165,鵡川,208,"4,250","2,055",48.35,507,"2,524","1,216","4,656","1,851",605,32.69,57,"441,350",288,13,683,7.18,9.89,7.84,10.83,11.04,15.7,16.5,12.64,8.38,49.12,36.84,"2,190"
9166,汐見,10,365,180,49.32,38,228,107,314,132,29,21.97,0,0,10,0,0,5.38,9.41,8.33,9.41,12.37,15.86,16.67,12.63,9.95,0,0,75
9167,富川,212,"5,112","2,471",48.34,739,"3,082","1,289","5,153","2,289",798,34.86,82,"808,634",346,21,649,9.73,8.3,8.11,13.86,11.51,14.82,15.21,11.53,6.91,53.66,30.49,"2,283"
9168,日高門別,82,"1,565",731,46.71,200,849,512,"2,088",638,210,32.92,15,"160,083",94,6,394,9.16,8.52,7.56,11.92,9.93,13.32,12.81,12.17,14.61,26.67,53.33,906
9169,豊郷,8,218,107,49.08,29,151,40,194,86,30,34.88,0,0,11,2,0,9.09,9.55,14.09,11.82,13.18,16.36,12.73,6.36,6.82,0,0,75
9170,清畠,6,199,98,49.25,16,121,70,196,80,28,35,4,0,14,0,0,4.35,9.18,8.21,9.18,14.98,12.08,16.43,18.36,7.25,75,25,86
9171,厚賀,64,"1,234",588,47.65,141,643,439,"1,469",578,207,35.81,16,"111,731",103,4,129,7.2,7.04,5.89,10.47,9.66,14.4,18.74,15.3,11.29,50,31.25,656
9172,大狩部,8,253,134,52.96,20,175,59,227,101,28,27.72,2,"13,432",11,0,20,4.74,8.3,11.46,15.42,9.88,18.18,14.23,9.09,8.7,50,50,77
9173,節婦,4,671,329,49.03,59,416,198,674,292,108,36.99,5,"21,866",35,2,31,5.95,6.55,9.97,13.99,9.38,16.37,14.43,15.18,8.18,40,40,230
9174,新冠,48,"3,108","1,442",46.4,431,"1,839",848,"3,307","1,302",394,30.26,36,"274,856",191,9,371,9.3,8.27,7.99,13.98,12.38,13.18,14.5,11.1,9.3,44.44,36.11,"1,595"
9175,静内,494,"14,020","6,668",47.56,"1,822","8,351","3,846","16,129","6,493","2,538",39.09,214,"2,681,792","1,033",69,"1,983",8.62,8.31,8.66,13.55,11.98,13.33,15.4,12.76,7.38,49.53,33.64,"7,518"
9176,東静内,30,789,455,57.67,80,517,210,"1,112",299,94,31.44,8,0,40,1,111,5.82,8.91,15.72,12,12.25,10.64,15.22,12.25,7.18,12.5,50,584
9177,春立,6,341,159,46.63,35,168,135,401,129,40,31.01,4,0,28,0,32,5.04,8.31,5.64,7.42,10.09,17.8,12.17,17.51,16.02,25,75,160
9178,日高東別,4,173,81,46.82,16,92,61,162,64,15,23.44,1,0,5,0,0,4.17,9.52,4.76,7.14,10.71,16.07,14.29,19.64,13.69,0,100,15
9179,日高三石,68,"1,599",773,48.34,180,924,495,"1,881",628,181,28.82,28,"115,270",145,4,254,7.33,9.02,8.45,10.71,11.33,13.4,16.09,12.52,11.15,39.29,46.43,911
9180,蓬栄,18,402,193,48.01,39,221,135,488,154,33,21.43,6,0,23,0,21,4.81,10.13,5.57,6.58,14.43,13.92,17.22,16.96,10.38,50,50,233
9181,本桐,62,604,300,49.67,62,350,178,666,258,68,26.36,11,0,61,3,44,5.25,9.98,7.78,8.46,13.37,15.91,16.07,15.74,7.45,54.55,36.36,364
9182,荻伏,68,"1,324",600,45.32,145,724,453,"1,441",527,149,28.27,23,"62,260",95,1,195,6.67,8.95,7.2,8.34,11.75,15.01,16.07,14.48,11.52,34.78,56.52,580
9183,絵笛,9,206,106,51.46,19,158,51,257,71,23,32.39,2,0,16,0,0,3.51,10.53,8.33,12.28,13.6,18.42,17.54,7.46,8.33,0,50,142
9184,浦河,18,"6,381","3,116",48.83,876,"4,112","1,402","7,580","2,980","1,211",40.64,130,"939,026",602,42,858,8.84,9.13,9.64,14.7,13.27,14.79,13.26,10.6,5.76,50,40.77,"4,347"
9185,東町,114,"3,970","1,818",45.79,450,"2,479","1,039","4,714","1,808",763,42.2,82,"435,970",309,21,678,7.59,7.81,10.79,13.33,11.69,15.25,13.71,11.09,8.74,53.66,39.02,"2,328"
9186,日高幌別,2,829,423,51.03,86,509,234,890,361,127,35.18,8,"28,628",51,3,169,6.27,9.29,9.29,11.34,12.18,16.89,14.11,14.23,6.39,25,50,340
9187,鵜苫,5,689,328,47.61,82,391,203,601,276,78,28.26,4,"7,860",29,2,22,8.25,6.33,7.51,10.6,10.9,15.32,17.82,12.96,10.31,0,100,169
9188,西様似,13,"1,607",756,47.04,197,891,518,"1,504",694,230,33.14,20,"66,287",99,3,32,7.6,7.85,6.92,10.28,12.34,14.27,15.76,13.64,11.34,50,25,672
9189,様似,20,"3,324","1,567",47.14,387,"1,937",996,"3,730","1,479",463,31.3,59,"399,243",272,10,577,7.14,7.95,6.51,11.08,12.62,16.39,14.73,13.77,9.82,42.37,35.59,"1,678"
9190,函館,"6,008","37,688","16,260",43.14,"3,296","21,482","12,813","55,728","19,082","8,579",44.96,"1,094","6,409,285","4,336",386,"2,455",5.67,6.37,7.7,11.16,11.01,14.26,18.49,14.67,10.67,40.86,52.83,"34,809"
9191,五稜郭,"2,040","60,539","27,758",45.85,"6,532","38,807","14,978","65,701","29,515","12,469",42.25,566,"7,642,262","3,305",203,"8,085",7.03,8.41,11.54,13.29,12.73,13.83,14.95,11.45,6.77,42.76,43.99,"31,977"
9192,七重浜,530,"24,030","11,547",48.05,"3,549","15,921","4,490","27,423","10,565","3,743",35.43,217,"3,946,006","1,196",63,"3,797",9.71,9.6,12.35,16.24,13.7,12.44,12.74,8.27,4.96,44.24,35.94,"14,920"
9193,東久根別,154,"14,663","6,845",46.68,"2,539","9,528","2,584","13,129","5,713","1,290",22.58,100,"1,651,576",518,30,"1,415",11.38,10.98,9.06,16.77,13.95,13.06,12.62,7.51,4.67,46,39,"6,248"
9194,久根別,208,"14,805","6,887",46.52,"2,450","9,447","2,894","11,585","5,817","1,290",22.18,90,"1,269,997",447,23,"2,056",10.76,10.74,8.58,15.6,13.72,13.38,13.55,8.99,4.68,43.33,44.44,"3,685"
9195,清川口,288,"14,087","6,566",46.61,"2,159","8,739","3,183","11,500","5,465","1,210",22.14,106,"1,183,971",451,24,"2,055",9.6,10.76,7.92,13.85,13.72,13.8,13.91,10.31,6.13,37.74,51.89,"3,526"
9196,上磯,516,"11,292","5,242",46.42,"1,680","6,836","2,773","9,364","4,265",888,20.82,72,"451,841",346,17,"1,643",9.16,10.61,7.54,13,13.67,13.87,13.8,11.36,7,30.56,58.33,"2,880"
9197,茂辺地,44,"1,334",623,46.7,51,718,567,"1,097",577,165,28.6,12,"41,695",53,4,79,1.95,4.72,5.32,7.79,9.29,16.63,23.07,20.45,10.79,33.33,33.33,209
9198,渡島当別,96,"1,092",590,54.03,77,662,354,"1,100",334,102,30.54,8,"2,850",34,2,132,2.92,7.76,9.76,13.14,14.05,12.41,13.32,16.42,10.22,12.5,62.5,395
9199,釜谷,12,301,139,46.18,18,144,134,213,127,26,20.47,4,"1,222",9,0,0,3.03,6.73,3.37,8.42,10.1,12.46,22.9,21.89,11.11,75,25,17
9200,泉沢,10,469,229,48.83,27,220,219,387,214,64,29.91,6,0,17,1,0,3,5.58,4.94,6.65,7.51,16.09,18.88,25.11,12.23,50,50,57
9201,札苅,22,826,394,47.7,35,394,391,746,366,141,38.52,7,"20,303",35,2,0,1.59,5.24,4.63,8.05,8.05,15.73,17.93,20.61,18.17,28.57,71.43,190
9202,木古内,428,"3,600","1,723",47.86,342,"1,990","1,277","4,145","1,574",546,34.69,74,"405,159",304,14,503,5.32,8.37,5.99,9.34,11.39,14.88,18.09,15.21,11.42,54.05,35.14,"1,768"
9203,渡島鶴岡,8,"1,690",810,47.93,143,954,590,"1,800",719,213,29.62,31,"184,930",130,3,113,4.57,8.84,6.47,7.18,11.92,16.61,18.09,15.84,10.5,45.16,38.71,714
9204,吉堀,8,85,35,41.18,3,52,35,112,34,9,26.47,1,0,2,0,0,3.41,7.95,4.55,6.82,9.09,19.32,14.77,18.18,15.91,0,100,34
9205,神明,6,67,26,38.81,1,30,36,80,38,16,42.11,0,0,2,0,0,1.54,1.54,0,7.69,6.15,12.31,20,26.15,24.62,0,0,10
9206,湯ノ岱,40,274,125,45.62,14,122,138,314,143,56,39.16,3,0,20,2,8,2.92,4.01,1.82,8.39,7.66,11.31,24.45,28.47,10.95,33.33,66.67,94
