駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
5659,萱島,"28,303","12,540","6,319",50.39,"1,355","7,875","3,071","8,240","6,101","2,702",44,146,"733,373",581,87,396,7.06,8.38,10.17,15.08,14.04,11.42,17.44,12.45,3.97,48.63,50,"2,959"
5660,寝屋川市,"66,577","10,415","5,079",48.77,"1,099","6,355","2,812","11,453","4,826","1,892",39,225,"2,047,468",865,112,569,6.79,8.59,9.77,13.51,13.65,11.64,17.02,13.26,5.77,56.89,41.33,"6,692"
5661,香里園,"60,597","12,826","6,110",47.64,"1,546","8,393","2,631","10,071","6,072","2,469",41,192,"1,533,850",729,99,"1,117",8.46,7.82,10.68,16.92,14.73,12.31,14.92,9.56,4.6,52.08,45.83,"4,800"
5662,光善寺,"21,854","8,101","3,908",48.24,"1,227","5,132","1,587","6,409","3,358",975,29,73,"623,793",326,28,985,10.57,9.4,9.31,16.81,14.55,11.19,15.37,9.11,3.69,46.58,50.68,"2,505"
5663,枚方公園,"17,838","6,243","2,882",46.16,830,"3,971","1,274","4,610","2,962","1,296",44,44,"190,060",230,25,43,8.94,8.64,12.05,15.72,14.67,11.23,13.96,9.45,5.35,47.73,47.73,"2,471"
5664,枚方市,"90,849","4,898","2,286",46.67,510,"3,192","1,039","14,580","2,632","1,452",55,224,"4,134,444",933,98,126,7.64,7.64,14.76,15.57,13.41,11.41,14.2,10.12,5.25,66.96,30.36,"12,815"
5665,御殿山,"13,983","7,842","3,754",47.87,775,"4,977","1,935","6,056","3,520","1,352",38,59,"426,388",263,27,"1,017",6.32,8.85,12.74,14,12.19,12.24,16.03,10.97,6.67,35.59,57.63,"2,096"
5666,牧野,"22,978","8,019","3,792",47.29,940,"4,977","1,939","5,381","3,648","1,358",37,82,"741,791",317,30,79,7.51,9.62,10.43,13.09,13.76,12.19,17.06,11.6,4.75,52.44,41.46,"2,098"
5667,樟葉,"60,051","4,870","2,314",47.52,767,"3,265",743,"6,145","2,175",807,37,135,"2,658,807",381,46,720,10.81,9.89,10.87,16.93,17.39,11.9,11.94,7.14,3.12,74.81,22.96,"3,935"
5668,枚方市,"90,849","4,898","2,286",46.67,510,"3,192","1,039","14,580","2,632","1,452",55,224,"4,134,444",933,98,126,7.64,7.64,14.76,15.57,13.41,11.41,14.2,10.12,5.25,66.96,30.36,"12,815"
5669,宮之阪,"5,080","6,816","3,232",47.42,676,"4,301","1,589","9,822","3,292","1,513",46,92,"1,559,953",546,67,577,6.57,8.48,11.96,14.46,12.87,12.37,17.21,11.29,4.8,50,45.65,"6,714"
5670,星ケ丘,"5,228","7,212","3,445",47.77,758,"4,604","1,710","4,614","3,159","1,100",35,47,"296,668",189,23,219,6.69,8.95,10.62,14.42,13.62,12.2,18.11,10.55,4.85,46.81,46.81,"1,606"
5671,村野,"5,731","6,069","2,844",46.86,686,"3,664","1,631","3,458","2,485",688,28,22,"142,861",106,8,59,6.92,9.63,9.86,13.21,13.07,11.37,17.44,11.9,6.59,40.91,45.45,867
5672,郡津,"6,491","7,194","3,417",47.5,933,"4,426","1,786","4,532","2,957",755,26,37,"218,513",172,12,868,8.27,9.91,9.53,13.52,13.22,12.1,17.03,12.12,4.3,54.05,40.54,899
5673,交野市,"10,686","7,164","3,338",46.59,"1,023","4,436","1,685","6,225","2,810",744,26,85,"888,859",290,29,337,9.07,10.91,9.38,13.97,14.97,10.96,14.07,10.82,5.85,54.12,40,"3,002"
5674,河内森,"10,709","3,557","1,708",48.02,572,"2,229",754,"2,643","1,323",270,20,27,"447,187",116,9,269,10.49,10.77,9.14,16.03,15.67,9.68,13.67,10.21,4.33,37.04,51.85,992
5675,私市,"2,704","2,804","1,362",48.57,433,"1,697",677,"1,528",991,135,14,6,"31,807",45,5,200,9.62,11.04,8.3,12.71,15.74,10.75,15.67,11.79,4.38,16.67,83.33,195
5676,梅田,"540,568","3,541","1,671",47.19,245,"2,398",785,"75,154","2,232","1,536",69,767,"48,392,294","3,282",452,"3,611",5.84,4.32,17.13,17.89,13.95,11.12,12.64,9.46,7.65,80.44,18.64,"70,397"
5677,中津,"10,908","6,132","2,857",46.59,476,"4,096","1,440","34,165","3,582","2,208",62,207,"6,530,052","1,578",149,"2,935",5.61,6.16,15.99,16.85,13.13,11.33,12.96,10.56,7.42,66.67,29.95,"29,432"
5678,十三,"73,898","9,310","4,628",49.71,735,"6,333","2,080","15,885","5,606","3,617",65,248,"1,391,524","1,059",134,"2,201",5.18,6.81,18.23,16.98,12.45,10.18,13.83,10.05,6.28,57.26,41.13,"10,796"
5679,三国,"26,653","11,652","5,455",46.82,"1,472","7,668","2,434","10,629","5,405","2,223",41,121,"1,675,113",564,55,828,8.72,8.04,11.88,17.55,13.77,11.2,13.79,9.5,5.56,51.24,42.98,"5,549"
5680,庄内,"32,077","11,403","5,525",48.45,"1,050","6,820","3,469","12,444","5,924","3,086",52,240,"1,628,204",860,105,"2,075",5.6,7.07,9.99,13.03,13.16,11.97,17.1,14.55,7.54,52.08,45.83,"5,774"
5681,服部,"26,136","12,191","5,965",48.93,"1,239","7,842","3,046","9,187","6,282","3,145",50,151,"818,660",706,90,440,6.57,7.45,11.37,14.89,13.96,11.86,16.81,11.68,5.41,52.32,45.03,"4,177"
5682,曽根,"25,456","11,974","5,551",46.36,"1,587","8,044","2,323","8,216","5,418","2,070",38,96,"927,290",478,48,959,8.73,8.94,11.4,16.04,15.06,12.81,13.37,8.66,4.98,60.42,33.33,"2,923"
5683,岡町,"18,200","10,210","4,708",46.11,"1,337","6,510","2,358","8,186","4,703","1,863",40,174,"845,875",627,61,627,8.58,8.38,10.73,15.72,14.08,11.46,14.68,10.13,6.24,56.32,42.53,"3,980"
5684,豊中,"52,636","9,347","4,233",45.29,"1,143","6,046","2,154","10,520","4,208","1,565",37,165,"1,053,712",772,73,"1,091",7.94,8.64,11.18,14.8,15.03,11.53,13.78,10.28,6.83,55.15,44.24,"5,908"
5685,蛍池,"40,178","9,090","4,338",47.72,"1,003","6,024","2,034","8,001","4,428","1,992",45,107,"860,608",445,38,"1,081",7.36,8.52,13.8,15.42,13.05,11.39,15.19,10.43,4.83,55.14,40.19,"3,679"
5686,石橋,"48,783","8,517","4,171",48.97,877,"5,757","1,759","7,865","4,545","2,517",55,151,"548,399",737,98,613,6.77,9.52,17.91,13.19,13.5,11.39,12.38,9.21,6.14,49.01,48.34,"4,579"
5687,池田,"51,728","9,140","4,252",46.52,"1,070","5,858","2,167","11,149","4,345","1,818",42,217,"1,495,321",762,86,672,8.07,7.56,11.85,14.37,14.26,12.31,13.53,10.49,7.56,56.68,40.55,"7,256"
5688,梅田,"540,568","3,541","1,671",47.19,245,"2,398",785,"75,154","2,232","1,536",69,767,"48,392,294","3,282",452,"3,611",5.84,4.32,17.13,17.89,13.95,11.12,12.64,9.46,7.65,80.44,18.64,"70,397"
5689,中津,"10,908","6,132","2,857",46.59,476,"4,096","1,440","34,165","3,582","2,208",62,207,"6,530,052","1,578",149,"2,935",5.61,6.16,15.99,16.85,13.13,11.33,12.96,10.56,7.42,66.67,29.95,"29,432"
5690,十三,"73,898","9,310","4,628",49.71,735,"6,333","2,080","15,885","5,606","3,617",65,248,"1,391,524","1,059",134,"2,201",5.18,6.81,18.23,16.98,12.45,10.18,13.83,10.05,6.28,57.26,41.13,"10,796"
5691,神崎川,"19,219","10,164","5,016",49.35,"1,239","6,692","2,180","8,001","4,732","1,962",41,100,"467,416",496,58,431,8.24,7.87,12.03,15.88,13.97,12.17,14.78,9.98,5.07,48,51,"3,750"
5692,梅田,"540,568","3,541","1,671",47.19,245,"2,398",785,"75,154","2,232","1,536",69,767,"48,392,294","3,282",452,"3,611",5.84,4.32,17.13,17.89,13.95,11.12,12.64,9.46,7.65,80.44,18.64,"70,397"
5693,十三,"73,898","9,310","4,628",49.71,735,"6,333","2,080","15,885","5,606","3,617",65,248,"1,391,524","1,059",134,"2,201",5.18,6.81,18.23,16.98,12.45,10.18,13.83,10.05,6.28,57.26,41.13,"10,796"
5694,南方,"42,433","7,382","3,959",53.63,352,"5,710",979,"27,599","5,565","4,434",80,108,"1,667,886","1,828",111,"3,272",3.62,5.03,24.85,20.23,14.23,11.86,10.62,6.56,3.01,49.07,48.15,"22,488"
5695,崇禅寺,"5,563","7,003","3,541",50.56,522,"4,796","1,557","7,709","4,323","2,852",66,44,"642,427",275,16,"1,464",4.69,6.81,17.88,16.08,12.3,11.57,14.38,10.96,5.34,43.18,56.82,"3,796"
5696,淡路,"35,449","11,888","5,777",48.6,939,"7,726","3,107","11,301","6,654","3,868",58,183,"1,472,429",784,89,595,5.01,6.63,15.23,14.95,12.37,11.58,14.93,11.55,7.76,45.36,52.46,"5,884"
5697,上新庄,"52,596","13,688","6,682",48.82,"1,332","9,751","2,365","11,201","7,877","4,773",61,135,"1,789,851",724,109,930,6.56,7.78,18.77,18.43,13.85,10.6,11.94,8.05,4.02,45.19,48.89,"6,038"
5698,相川,"18,545","9,088","4,322",47.56,"1,066","6,106","1,837","9,791","4,675","2,386",51,86,"564,119",436,46,"2,089",7.28,9.44,15.3,15.36,14.07,10.68,13.59,9.38,4.91,47.67,50,"4,374"
5699,正雀,"18,789","7,147","3,492",48.86,643,"4,463","2,001","8,447","3,495","1,659",47,84,"649,137",351,39,"2,620",5.56,8.3,13.18,13.91,11.99,10.88,15.93,12.31,7.95,53.57,42.86,"3,216"
5700,南茨木,"41,986","10,371","4,974",47.96,"1,283","6,984","2,011","7,434","4,812","1,870",39,62,"1,043,810",337,35,460,8.46,8.35,12.49,17.03,14.22,11.94,14.24,9.07,4.21,38.71,50,"3,378"
5701,茨木市,"66,450","10,930","5,286",48.36,"1,201","7,607","1,963","14,938","5,867","3,361",57,279,"3,059,291","1,193",134,"1,970",7.6,7.74,16.02,18.07,15.02,11.15,11.24,8.23,4.93,61.29,36.56,"9,811"
5702,総持寺,"18,409","10,256","4,932",48.09,"1,047","6,625","2,495","6,994","5,050","2,292",45,83,"562,884",432,52,633,6.86,7.64,12.56,14.83,12.27,12.54,16.39,11.26,5.64,49.4,48.19,"2,511"
5703,富田,"20,848","9,582","4,705",49.1,"1,022","6,600","1,846","7,242","4,913","2,383",49,122,"1,245,675",475,46,377,7.93,6.77,15.55,17.04,13.66,12.22,13.11,8.73,5,46.72,48.36,"3,627"
5704,高槻市,"64,324","7,770","3,682",47.39,716,"5,270","1,600","17,030","4,390","2,645",60,269,"4,675,329","1,301",164,"1,689",7.01,5.97,16.95,17.28,14.26,11.03,12.28,8.9,6.31,59.11,39.03,"13,050"
5705,上牧,"10,770","7,028","3,374",48.01,917,"4,528","1,574","4,777","2,920",757,26,45,"775,223",188,13,722,9.25,7.56,11.18,18.36,12.65,10.56,16,9.81,4.63,48.89,42.22,"1,499"
5706,水無瀬,"11,142","6,728","3,202",47.59,835,"4,300","1,594","5,224","2,759",737,27,79,"643,974",256,25,536,7.76,9.81,10.42,13.11,13.95,12.99,15.91,9.99,6.08,46.84,44.3,"2,155"
5707,天神橋筋六丁目,"132,070","18,106","8,683",47.96,"1,329","12,602","3,625","20,668","10,806","6,862",64,330,"2,474,154","1,659",200,"1,154",5.05,6.15,16.76,18.05,13.91,11.86,13.45,9.33,5.44,55.45,42.12,"13,988"
5708,柴島,"5,150","4,105","2,076",50.57,333,"2,813",899,"3,643","2,454","1,573",64,18,"196,009",125,7,"1,000",5.07,7.27,16.93,16.56,12.23,11.39,14.8,10.5,5.24,44.44,55.56,"1,157"
5709,淡路,"35,449","11,888","5,777",48.6,939,"7,726","3,107","11,301","6,654","3,868",58,183,"1,472,429",784,89,595,5.01,6.63,15.23,14.95,12.37,11.58,14.93,11.55,7.76,45.36,52.46,"5,884"
5710,下新庄,"9,880","11,874","5,865",49.39,"1,206","8,063","2,493","8,002","6,172","3,175",51,42,"242,869",359,30,504,6.59,8.02,15.72,15.8,13.1,11.97,14,10.07,4.73,52.38,45.24,"3,257"
5711,吹田,"17,351","9,116","4,406",48.33,972,"5,809","2,289","8,990","4,498","2,162",48,90,"957,216",496,47,214,6.76,8.36,12.45,14.22,14.17,11.3,14.8,12,5.95,47.78,45.56,"5,489"
5712,豊津,"14,495","11,468","5,761",50.24,"1,331","8,027","2,042","22,872","6,022","3,311",55,108,"843,001",411,39,"14,776",7.8,9.57,16.41,16.02,14.14,10.84,12.81,8.24,4.16,45.37,50.93,"4,948"
5713,関大前,"34,858","7,061","3,465",49.07,749,"5,084","1,153","25,173","3,686","2,012",55,39,"295,795",174,27,"19,577",6.56,12.29,19.95,12.91,13.11,11.68,12.21,7.4,3.89,64.1,35.9,"3,773"
5714,千里山,"16,297","9,046","4,264",47.14,"1,221","5,963","1,791","5,337","4,131","1,663",40,63,"334,578",269,16,577,8.33,10.94,12.67,12.63,15.34,12.55,13.38,8.79,5.38,53.97,41.27,"1,445"
5715,南千里,"23,065","8,689","3,811",43.86,893,"5,104","2,674","6,315","4,165","1,540",37,45,"934,674",152,14,289,6.64,7.43,8.1,13.43,14.13,11.44,16.15,16.39,6.3,48.89,46.67,"2,436"
5716,山田,"23,348","8,265","3,900",47.19,"1,167","5,380","1,715","5,092","3,333",839,25,37,"826,279",137,9,193,10.11,7.83,9.62,16.33,14.33,12.78,14.55,9.38,5.07,43.24,51.35,"1,557"
5717,北千里,"29,159","7,911","3,540",44.75,"1,073","4,619","2,215","7,112","3,279",795,24,48,"1,229,239",157,17,"1,309",7.82,10.5,7.82,10.7,16.16,11.39,14.42,15.06,6.13,45.83,50,"2,247"
5718,石橋,"48,783","8,517","4,171",48.97,877,"5,757","1,759","7,865","4,545","2,517",55,151,"548,399",737,98,613,6.77,9.52,17.91,13.19,13.5,11.39,12.38,9.21,6.14,49.01,48.34,"4,579"
5719,桜井,"11,099","8,177","3,842",46.99,988,"5,193","1,995","5,231","3,384",909,27,84,"535,528",343,31,475,7.55,9.72,11.08,12.07,13.78,12.82,15.76,10.96,6.26,35.71,50,"1,783"
5720,牧落,"8,422","7,415","3,532",47.63,"1,006","4,683","1,726","5,126","3,059",884,29,55,"678,346",243,24,879,8.46,10.32,10.64,12.69,15.07,11.67,15.15,10.21,5.8,41.82,47.27,"1,653"
5721,箕面,"16,518","6,611","2,989",45.21,694,"4,033","1,883","6,704","2,986","1,054",35,106,"843,725",352,45,"1,644",7.02,7.98,10.35,12.24,12.88,12.43,16.94,12.23,7.93,50.94,45.28,"2,578"
5722,梅田,"162,248","1,500",724,48.27,91,"1,053",272,"100,150","1,030",738,72,883,"56,232,503","5,540",815,"1,782",5.29,3.74,19.76,20.32,12.77,11.22,13.41,8.4,5.08,79.05,20.16,"97,901"
5723,福島,"10,660","8,656","4,073",47.05,674,"6,252","1,487","52,593","5,228","3,310",63,184,"3,366,564","1,892",198,"6,474",5.77,6.6,17.76,20.69,14.06,10.89,11.76,8.11,4.36,58.7,35.87,"44,245"
5724,野田,"31,636","15,617","7,385",47.29,"1,683","10,603","3,179","19,985","8,001","3,937",49,244,"3,245,392","1,220",129,"1,828",7.51,6.71,15.04,18.7,13.81,10.75,12.64,9.34,5.49,56.15,39.75,"12,990"
5725,淀川,"5,070","4,960","2,406",48.51,610,"3,348",971,"4,437","2,313",965,42,28,"365,701",240,17,191,8.48,8.24,12.68,17.55,14.44,11.89,12.72,9.37,4.65,46.43,42.86,"2,537"
5726,姫島,"12,630","10,697","5,409",50.57,"1,352","7,039","2,214","7,773","5,208","2,529",49,91,"623,094",492,43,714,8.25,8.52,13.21,16.6,13.96,11.01,13.49,9.19,5.76,47.25,46.15,"3,358"
5727,千船,"18,599","9,138","4,542",49.7,"1,023","5,713","2,352","9,064","4,262","1,757",41,79,"656,734",414,39,"1,805",7.21,8.08,11.74,13.51,12.08,12.63,16.41,12.17,6.17,36.71,56.96,"3,232"
5728,西九条,"30,812","10,325","4,950",47.94,"1,104","6,552","2,651","10,106","4,885","2,077",43,93,"586,153",697,66,785,7.6,7.02,11.91,15.82,12.71,11.49,15.11,11.6,6.73,47.31,47.31,"5,420"
5729,千鳥橋,"7,847","12,980","6,362",49.01,"1,465","8,151","3,342","11,383","6,078","2,434",40,180,"1,134,572",762,79,"1,551",7,8.81,10.24,13.63,13.16,12.85,16.12,12.15,6.04,51.67,46.11,"4,264"
5730,伝法,"7,444","8,226","3,994",48.55,"1,036","5,065","2,115","7,002","3,588","1,264",35,55,"400,497",336,25,"1,607",7.01,10.49,8.99,12.72,13.85,12.61,16.08,11.93,6.33,38.18,54.55,"1,896"
5731,福,"9,148","5,475","2,720",49.68,743,"3,374","1,327","7,003","2,478","1,013",41,36,"347,900",346,20,571,9.61,8.15,9.59,15.67,13.3,11.81,13.87,11.24,6.78,27.78,52.78,"4,041"
5732,出来島,"10,052","7,567","3,772",49.85,948,"4,638","1,944","6,522","3,440","1,389",40,52,"575,197",325,24,705,8.13,8.82,10.61,13.99,13.39,11.69,14.66,11.97,6.75,38.46,55.77,"2,751"
5733,光風台,"4,022","2,506","1,176",46.93,242,"1,509",755,"1,684",946,139,15,7,"137,908",26,1,336,5.15,9.97,8.5,8.9,11.85,13.72,23.18,13,5.74,14.29,71.43,216
5734,ときわ台,"2,476","3,189","1,510",47.35,278,"1,977",928,"1,813","1,208",163,13,12,"99,034",29,0,139,4.59,8.77,9.86,8.7,10.68,16.46,21.87,12.25,6.82,25,58.33,253
5735,妙見口,964,491,207,42.16,31,244,223,611,160,28,18,1,"3,991",16,2,98,4.02,5.62,8.84,7.63,7.43,12.25,19.48,13.45,21.29,0,0,243
5736,千里中央,"89,987","8,383","3,807",45.41,"1,237","4,901","2,231","13,869","3,479",984,28,121,"5,164,333",547,69,577,10.8,7.25,5.79,16.37,16.1,10.45,13.24,12.2,7.8,75.21,22.31,"11,167"
5737,桃山台,"38,907","10,312","4,752",46.08,"1,524","6,262","2,515","5,933","4,552","1,348",30,28,"466,257",124,11,576,10.36,8.03,7.81,16.27,15.75,10.41,13.82,12.6,4.96,42.86,50,"1,267"
5738,緑地公園,"32,574","10,855","5,275",48.6,"1,402","7,649","1,774","8,892","5,204","2,226",43,40,"615,223",334,34,"2,199",8.77,8.45,11.93,16.57,16.79,14.09,12.17,6.88,4.35,52.5,47.5,"3,168"
5739,江坂,"82,791","11,955","6,180",51.69,"1,217","9,412","1,199","36,314","7,069","4,536",64,157,"3,281,135","1,733",145,"2,578",7.63,7.03,18.33,20.1,17.4,13.38,9.64,4.54,1.96,58.6,36.31,"31,167"
5740,貝塚,"4,670","5,318","2,556",48.06,663,"3,328","1,319","6,166","2,229",777,35,134,"598,583",459,38,495,7.63,9.72,10.53,12.67,14.87,12.41,13.78,11.9,6.5,44.03,51.49,"3,562"
5741,貝塚市役所前,258,"3,857","1,909",49.49,664,"2,482",704,"5,975","1,528",460,30,41,"355,176",207,22,"2,263",12.23,9.61,11.19,16.29,15.01,11.22,11.77,8.7,3.97,39.02,51.22,"2,332"
5742,近義の里,244,"3,921","1,934",49.32,735,"2,510",670,"4,196","1,475",372,25,26,"375,196",152,17,"1,082",13.05,10.55,10.73,17.42,14.66,10.42,11.55,7.69,3.93,38.46,46.15,"1,699"
5743,石才,480,"4,608","2,237",48.55,768,"2,945",887,"3,970","1,570",305,19,26,"442,906",141,12,781,10.39,12.35,9.45,13.95,15.08,12.26,13.13,9.26,4.13,38.46,42.31,"1,273"
5744,清児,"1,462","5,678","2,716",47.83,880,"3,850",948,"3,186","1,958",331,17,21,"126,623",103,6,244,8.74,14.44,9.44,11.69,17.17,14.28,13.21,7.82,3.21,28.57,42.86,801
5745,名越,427,"3,609","1,748",48.43,512,"2,301",798,"2,432","1,171",195,17,23,"160,519",120,7,0,8.33,11.82,9.05,11.9,14.59,13.32,16.5,10.47,4.01,26.09,52.17,747
5746,森,729,"3,191","1,539",48.23,427,"1,862",900,"2,692",978,234,24,19,"49,453",96,6,369,8.62,9.87,8.65,11.72,12.82,11.94,15.74,13.07,7.55,26.32,57.89,814
5747,三ツ松,450,"2,982","1,414",47.42,440,"1,781",759,"2,889","1,021",251,25,21,"77,101",100,7,906,9.12,10.8,9.69,12.31,13.02,11.04,15.87,11.91,6.24,28.57,52.38,752
5748,三ケ山口,244,"2,197","1,032",46.97,333,"1,324",540,"2,754",754,175,23,24,"116,028",107,8,884,9.2,10.66,10.79,12.89,13.3,11.11,14.98,10.93,6.15,33.33,50,975
5749,水間観音,"1,441","1,993",939,47.11,209,"1,129",654,"2,447",588,147,25,28,"108,854",110,6,191,6.22,8.18,10.94,10.79,11.14,12.29,16.71,12.49,11.24,35.71,60.71,"1,234"
5750,コスモスクエア,"21,704","1,793",881,49.14,320,"1,382",91,"3,657",730,148,20,40,"744,039",140,15,0,15.05,5.41,12.99,32,15.16,10.09,6.13,2.01,1.17,90,7.5,"3,657"
5751,大阪港,"18,869","6,556","3,253",49.62,631,"4,137","1,744","7,963","3,279","1,660",51,71,"936,275",367,55,350,6.02,7.51,12.55,14.61,13.64,11.18,14.54,12.49,7.46,45.07,52.11,"4,739"
5752,大阪港,"18,869","6,556","3,253",49.62,631,"4,137","1,744","7,963","3,279","1,660",51,71,"936,275",367,55,350,6.02,7.51,12.55,14.61,13.64,11.18,14.54,12.49,7.46,45.07,52.11,"4,739"
5753,コスモスクエア,"21,704","1,793",881,49.14,320,"1,382",91,"3,657",730,148,20,40,"744,039",140,15,0,15.05,5.41,12.99,32,15.16,10.09,6.13,2.01,1.17,90,7.5,"3,657"
5754,トレードセンター前,"11,417","1,075",505,46.98,168,790,112,"6,650",448,94,21,47,"846,394",212,32,0,11.7,8.71,12.27,25,13.39,12.73,9.83,4.49,1.87,85.11,12.77,"6,459"
5755,中ふ頭,"5,593","4,564","2,178",47.72,560,"3,172",813,"5,404","1,866",419,22,4,"10,573",94,20,953,8.07,9.55,13.55,12.98,11.35,16.37,17.14,7.88,3.1,25,75,"2,735"
5756,夜明,190,148,69,46.62,16,73,62,117,54,13,24,0,0,4,0,7,7.24,4.61,6.58,5.92,8.55,14.47,19.08,21.05,12.5,0,0,22
5757,光岡,338,"1,447",688,47.55,219,900,312,"1,995",539,123,23,22,"109,153",77,2,738,10.33,10.82,9,13.26,12.49,14.17,13.4,9.35,7.19,45.45,36.36,751
5758,日田,"3,031","4,113","1,911",46.46,607,"2,480",956,"6,075","1,776",662,37,189,"1,347,415",724,54,"1,141",9.82,9.89,8.28,13.8,13.5,13.65,12.81,10.53,7.72,60.32,34.39,"3,597"
5759,豊後三芳,48,"1,981",928,46.85,335,"1,122",511,"1,692",749,197,26,22,"129,923",112,5,275,11.17,9.7,7.06,12.29,12.24,13.56,14.27,11.83,7.87,22.73,45.45,628
5760,豊後中川,309,196,89,45.41,22,109,64,271,65,7,11,6,"17,814",28,1,72,5.64,9.74,8.21,8.21,12.82,12.82,18.97,15.9,7.69,50,33.33,112
5761,天ケ瀬,571,239,108,45.19,18,122,102,321,94,27,29,8,"8,683",48,5,0,4.13,6.61,6.61,5.79,7.44,19.42,14.05,20.66,15.29,25,75,228
5762,杉河内,81,61,32,52.46,4,29,27,55,24,7,29,0,0,8,2,0,4.92,4.92,4.92,3.28,8.2,21.31,18.03,19.67,14.75,0,0,19
5763,北山田,264,316,150,47.47,29,173,110,478,119,25,21,10,"13,318",34,1,112,6.07,7.35,7.03,6.39,8.95,17.25,19.49,13.42,14.06,40,40,197
5764,豊後森,"1,225","1,097",505,46.03,157,613,326,"1,957",457,150,33,49,"310,669",174,13,364,9.2,9.56,7.1,13.48,11.38,11.93,13.66,12.57,11.11,59.18,32.65,"1,140"
5765,恵良,157,528,249,47.16,52,259,218,608,180,36,20,6,"9,597",38,1,18,5.29,8.51,4.91,8.13,10.21,13.61,15.88,16.45,17.01,33.33,50,300
5766,引治,214,316,128,40.51,34,124,158,344,77,16,21,2,"10,721",12,0,0,8.23,4.11,6.65,7.91,5.7,10.76,12.03,13.61,31.01,0,50,164
5767,豊後中村,295,630,287,45.56,96,306,228,750,245,56,23,14,"58,069",48,0,138,9.83,9.51,4.6,12.52,9.19,11.25,15.69,16.64,10.78,35.71,50,303
5768,野矢,77,58,25,43.1,5,32,20,41,19,4,21,0,0,1,0,0,5.36,8.93,14.29,7.14,16.07,10.71,8.93,19.64,8.93,0,0,9
5769,由布院,"2,306","1,301",588,45.2,155,775,370,"2,060",567,214,38,47,"312,430",175,16,410,6.91,10.45,8.53,10.68,12.21,13.44,16.13,14.9,6.76,55.32,38.3,"1,155"
5770,南由布,193,257,120,46.69,36,165,58,141,104,35,34,3,"9,825",9,0,0,10.08,11.24,10.85,12.4,11.24,11.63,16.67,9.3,6.59,0,100,69
5771,湯平,178,123,55,44.72,12,64,46,109,46,11,24,4,"10,425",8,0,0,7.5,5,7.5,7.5,5,20.83,11.67,16.67,18.33,50,25,29
5772,庄内,489,379,168,44.33,39,200,139,424,152,53,35,6,"3,368",40,3,0,6.37,9.81,6.9,7.96,9.28,14.59,15.12,14.85,15.12,16.67,66.67,275
5773,天神山,339,170,81,47.65,12,103,55,259,64,16,25,2,"12,131",9,0,132,1.18,11.83,7.69,6.51,12.43,18.34,17.75,15.98,8.28,0,100,52
5774,小野屋,955,549,245,44.63,46,291,213,803,188,46,24,11,"31,686",38,0,207,5.27,7.64,7.09,8.73,8.73,13.64,18.55,15.45,14.91,27.27,63.64,365
5775,鬼瀬,58,141,63,44.68,13,79,52,168,54,10,19,1,0,13,2,0,2.78,10.42,5.56,8.33,7.64,12.5,24.31,16.67,11.81,0,100,101
5776,向之原,"1,382","1,212",582,48.02,217,690,305,"1,545",431,84,19,29,"350,250",94,5,452,11.61,10.71,9.88,14.5,10.54,11.7,11.78,12.44,6.84,41.38,51.72,598
5777,豊後国分,743,763,363,47.58,67,435,302,435,297,57,19,1,"1,708",10,0,0,4.84,6.83,6.09,10.19,8.57,13.54,26.58,16.65,6.71,100,100,56
5778,賀来,836,"2,237","1,071",47.88,374,"1,571",242,"1,671","1,137",596,52,25,"253,836",113,6,0,13.13,7.46,20.45,22.14,11.99,8.74,8.19,4.48,3.43,24,56,"1,073"
5779,南大分,"1,206","5,483","2,508",45.74,679,"3,381","1,357","4,511","2,421",797,33,41,"247,562",181,3,999,8.29,8.95,10.33,13.58,11.53,14.23,14.32,12.01,6.75,34.15,51.22,"1,269"
5780,古国府,897,"4,023","1,886",46.88,499,"2,548",936,"3,553","1,712",530,31,28,"322,718",129,4,997,8.46,9.52,9.74,14.84,11.4,14.19,14.57,10.4,6.88,39.29,42.86,"1,017"
5781,大分,"33,302","6,060","2,740",45.21,792,"4,133",937,"15,971","3,286","1,869",57,340,"6,152,178","1,148",109,"1,076",9.53,8.73,13.97,18.06,15.08,12.6,10.23,6.62,5.17,72.65,25,"13,198"
5782,中津,"7,954","2,615","1,268",48.49,303,"1,654",657,"7,351","1,339",676,50,193,"1,852,801",708,59,551,7.8,7.61,9.9,14.65,13.35,14.11,13.84,10.71,8.03,69.43,26.94,"5,962"
5783,東中津,625,987,501,50.76,153,662,166,"1,062",407,128,31,4,"5,707",21,0,154,10.39,11.51,11.91,14.87,13.95,13.65,11.2,7.33,5.19,0,75,545
5784,今津,441,535,257,48.04,79,294,162,616,208,46,22,5,"6,854",22,0,204,9.53,8.41,6.92,11.03,8.04,16.07,18.5,11.96,9.53,20,60,183
5785,天津,211,306,137,44.77,27,168,108,290,118,26,22,4,"11,194",12,0,46,4.28,10.2,5.92,6.25,12.83,15.13,18.09,15.13,12.17,75,0,87
