駅名,乗降客数（日）,人口総数,男性人口,男性人口比率,0～14歳人口,15～64歳人口,65歳以上人口,昼間人口,世帯数,一人世帯数,一人世帯率,小売事業所数,小売業年間商品販売額,全産業事業所数,飲食店事業所数,生徒学生数,0～9歳人口(比率),10～19歳人口(比率),20～29歳人口(比率),30～39歳人口(比率),40～49歳人口(比率),50～59歳人口(比率),60～69歳人口(比率),70～79歳人口(比率),80歳以上人口(比率),買回り品(事業所数比率),最寄り品(事業所数比率),全産業従業者総数
5981,上相浦,669,"2,475","1,143",46.18,398,"1,574",477,"2,340","1,076",405,38,23,"185,619",116,7,538,10.71,12.18,14.02,13.12,10.51,12.55,12.92,8.18,5.81,39.13,43.48,878
5982,本山,162,"1,227",585,47.68,164,748,312,"1,089",437,100,23,17,"228,735",49,3,87,8.65,9.62,8.65,11.42,12.23,14.11,17.21,12.56,5.55,29.41,41.18,408
5983,中里,171,"1,228",567,46.17,232,760,234,"1,298",416,90,22,16,"280,997",53,4,254,12.56,12.23,8.73,14.11,12.72,12.89,12.97,9.54,4.24,18.75,56.25,558
5984,皆瀬,190,"2,100",927,44.14,319,"1,239",541,"1,483",812,178,22,17,"144,185",68,3,175,9.45,10.54,7.73,12.74,12.12,13.45,15.03,11.69,7.25,35.29,35.29,435
5985,野中,122,"2,787","1,270",45.57,365,"1,695",727,"1,589","1,078",215,20,24,"303,132",71,1,0,8.55,9.66,9.08,11.38,11.17,16.05,15.01,12.14,6.97,45.83,33.33,397
5986,左石,"1,008","3,351","1,492",44.52,459,"1,970",909,"4,357","1,416",416,29,62,"457,290",198,6,"1,449",8.96,9.77,7.55,12.52,12.34,13.69,14.14,12.82,8.21,43.55,41.94,"1,454"
5987,泉福寺,"1,000","3,969","1,794",45.2,583,"2,434",927,"5,039","1,641",521,32,40,"256,283",160,7,"2,037",9.59,9.94,8.98,13.62,12.33,14.15,13.92,10.75,6.72,45,42.5,"1,343"
5988,山の田,85,"2,994","1,338",44.69,342,"1,732",900,"1,913","1,335",449,34,29,"186,855",116,3,89,7.33,8.64,7.57,11.9,10.66,14.93,16.68,12.88,9.41,37.93,48.28,484
5989,北佐世保,485,"3,983","1,684",42.28,420,"2,210","1,314","4,474","1,844",730,40,65,"244,941",254,8,959,6.49,8.22,7.71,10.6,11.08,13.82,15.65,13.44,12.99,40,50.77,"1,603"
5990,中佐世保,174,"4,896","2,231",45.57,531,"2,817","1,255","12,562","2,496","1,347",54,346,"3,780,972","1,434",130,316,7.66,7.23,9.16,12.72,13.85,13.74,13.96,11.03,10.64,63.29,34.68,"10,521"
5991,佐世保中央,856,"4,415","2,251",50.99,438,"2,764",987,"13,656","1,944","1,027",53,392,"4,126,636","1,669",153,167,7.33,6.66,12.44,15.14,15.79,12.18,11.51,9.15,9.79,63.78,34.69,"12,245"
5992,佐世保,"1,413","4,207","1,879",44.66,499,"2,512",967,"5,292","2,193","1,024",47,126,"836,345",519,43,19,9.12,6.51,9.27,15.26,12.16,14.5,14.85,10.66,7.67,52.38,43.65,"3,954"
5993,軽井沢,"2,650",724,345,47.65,64,455,205,"1,882",342,133,39,129,"1,838,725",289,49,0,5.52,6.07,10.48,14.62,13.24,12.97,18.21,11.03,7.86,72.87,24.81,"1,646"
5994,中軽井沢,"1,196","1,624",755,46.49,214,969,441,"1,808",679,202,30,45,"359,449",191,18,0,8.07,9.55,7.7,13.62,15.03,11.34,14.54,12.26,7.89,55.56,40,"1,187"
5995,信濃追分,536,269,128,47.58,36,155,75,148,102,24,24,0,0,9,2,0,8.96,10.82,7.84,10.45,13.06,14.55,12.69,11.94,9.7,0,0,42
5996,御代田,"1,377",936,456,48.72,116,591,220,"1,068",396,120,30,15,"264,500",106,12,228,7.78,8.97,9.95,14.59,14.38,13.08,13.62,9.41,8.22,40,46.67,550
5997,平原,171,543,271,49.91,77,368,97,318,202,50,25,3,"28,114",14,0,2,9.43,10.54,10.17,16.45,10.72,15.53,13.68,7.21,6.28,33.33,33.33,108
5998,小諸,"4,752","1,842",863,46.85,162,"1,000",680,"3,169",796,284,36,100,"444,851",472,56,49,5.81,6.95,7.44,11.56,11.13,12.21,16.18,14.44,14.28,58,37,"2,396"
